Group	Genes	Taxa	IDs
ORTHOMCL19078	3	1	pdam_00025564-RA(PocilloporaDamicornis) pdam_00020574-RA(PocilloporaDamicornis) pdam_00023531-RA(PocilloporaDamicornis)
ORTHOMCL19079	3	1	pdam_00020449-RA(PocilloporaDamicornis) pdam_00020450-RA(PocilloporaDamicornis) pdam_00016041-RA(PocilloporaDamicornis)
ORTHOMCL19080	3	1	pdam_00012094-RA(PocilloporaDamicornis) pdam_00012095-RA(PocilloporaDamicornis) pdam_00012097-RA(PocilloporaDamicornis)
ORTHOMCL19081	3	1	pdam_00016866-RA(PocilloporaDamicornis) pdam_00016851-RA(PocilloporaDamicornis) pdam_00022412-RA(PocilloporaDamicornis)
ORTHOMCL19082	3	1	pdam_00023803-RA(PocilloporaDamicornis) pdam_00017681-RA(PocilloporaDamicornis) pdam_00023805-RA(PocilloporaDamicornis)
ORTHOMCL19083	3	1	pdam_00006102-RA(PocilloporaDamicornis) pdam_00006101-RA(PocilloporaDamicornis) pdam_00006103-RA(PocilloporaDamicornis)
ORTHOMCL19084	3	1	pdam_00015936-RA(PocilloporaDamicornis) pdam_00022183-RA(PocilloporaDamicornis) pdam_00022185-RA(PocilloporaDamicornis)
ORTHOMCL19085	3	1	pdam_00007241-RA(PocilloporaDamicornis) pdam_00020091-RA(PocilloporaDamicornis) pdam_00007240-RA(PocilloporaDamicornis)
ORTHOMCL19086	3	1	pdam_00024264-RA(PocilloporaDamicornis) pdam_00025866-RA(PocilloporaDamicornis) pdam_00024265-RA(PocilloporaDamicornis)
ORTHOMCL19087	3	1	pdam_00016826-RA(PocilloporaDamicornis) pdam_00016824-RA(PocilloporaDamicornis) pdam_00007670-RA(PocilloporaDamicornis)
ORTHOMCL19088	3	1	pdam_00007079-RA(PocilloporaDamicornis) pdam_00007088-RA(PocilloporaDamicornis) pdam_00020761-RA(PocilloporaDamicornis)
ORTHOMCL19089	3	1	pdam_00018014-RA(PocilloporaDamicornis) pdam_00008604-RA(PocilloporaDamicornis) pdam_00008605-RA(PocilloporaDamicornis)
ORTHOMCL19090	3	1	pdam_00003865-RA(PocilloporaDamicornis) pdam_00019592-RA(PocilloporaDamicornis) pdam_00019589-RA(PocilloporaDamicornis)
ORTHOMCL19091	3	1	pdam_00021891-RA(PocilloporaDamicornis) pdam_00023947-RA(PocilloporaDamicornis) pdam_00023942-RA(PocilloporaDamicornis)
ORTHOMCL19092	3	1	pdam_00008990-RA(PocilloporaDamicornis) pdam_00019468-RA(PocilloporaDamicornis) pdam_00021407-RA(PocilloporaDamicornis)
ORTHOMCL19093	3	1	pdam_00013721-RA(PocilloporaDamicornis) pdam_00013719-RA(PocilloporaDamicornis) pdam_00013718-RA(PocilloporaDamicornis)
ORTHOMCL19094	3	1	pdam_00010570-RA(PocilloporaDamicornis) pdam_00010568-RA(PocilloporaDamicornis) pdam_00010569-RA(PocilloporaDamicornis)
ORTHOMCL19095	3	1	pdam_00015056-RA(PocilloporaDamicornis) pdam_00015054-RA(PocilloporaDamicornis) pdam_00015058-RA(PocilloporaDamicornis)
ORTHOMCL19096	3	1	pdam_00010414-RA(PocilloporaDamicornis) pdam_00024725-RA(PocilloporaDamicornis) pdam_00025523-RA(PocilloporaDamicornis)
ORTHOMCL19097	3	1	pdam_00017298-RA(PocilloporaDamicornis) pdam_00017296-RA(PocilloporaDamicornis) pdam_00017292-RA(PocilloporaDamicornis)
ORTHOMCL19098	3	1	pdam_00024632-RA(PocilloporaDamicornis) pdam_00025615-RA(PocilloporaDamicornis) pdam_00006356-RA(PocilloporaDamicornis)
ORTHOMCL19099	3	1	pdam_00018262-RA(PocilloporaDamicornis) pdam_00018260-RA(PocilloporaDamicornis) pdam_00018258-RA(PocilloporaDamicornis)
ORTHOMCL19100	3	1	pdam_00012019-RA(PocilloporaDamicornis) pdam_00015788-RA(PocilloporaDamicornis) pdam_00012020-RA(PocilloporaDamicornis)
ORTHOMCL19101	3	1	pdam_00021169-RA(PocilloporaDamicornis) pdam_00023014-RA(PocilloporaDamicornis) pdam_00025261-RA(PocilloporaDamicornis)
ORTHOMCL19102	3	1	pdam_00011735-RA(PocilloporaDamicornis) pdam_00011734-RA(PocilloporaDamicornis) pdam_00011733-RA(PocilloporaDamicornis)
ORTHOMCL19103	3	1	pdam_00022277-RA(PocilloporaDamicornis) pdam_00025212-RA(PocilloporaDamicornis) pdam_00022274-RA(PocilloporaDamicornis)
ORTHOMCL19104	3	1	pdam_00022681-RA(PocilloporaDamicornis) pdam_00022679-RA(PocilloporaDamicornis) pdam_00022895-RA(PocilloporaDamicornis)
ORTHOMCL19105	3	1	pdam_00023294-RA(PocilloporaDamicornis) pdam_00015723-RA(PocilloporaDamicornis) pdam_00015718-RA(PocilloporaDamicornis)
ORTHOMCL19106	3	1	pdam_00022967-RA(PocilloporaDamicornis) pdam_00025839-RA(PocilloporaDamicornis) pdam_00025840-RA(PocilloporaDamicornis)
ORTHOMCL19107	3	1	pdam_00002237-RA(PocilloporaDamicornis) pdam_00019152-RA(PocilloporaDamicornis) pdam_00019153-RA(PocilloporaDamicornis)
ORTHOMCL19108	3	1	pdam_00022525-RA(PocilloporaDamicornis) pdam_00017167-RA(PocilloporaDamicornis) pdam_00016474-RA(PocilloporaDamicornis)
ORTHOMCL19109	3	1	pdam_00008225-RA(PocilloporaDamicornis) pdam_00008226-RA(PocilloporaDamicornis) pdam_00008228-RA(PocilloporaDamicornis)
ORTHOMCL19110	3	1	pdam_00012993-RA(PocilloporaDamicornis) pdam_00021073-RA(PocilloporaDamicornis) pdam_00004728-RA(PocilloporaDamicornis)
ORTHOMCL19111	3	1	pdam_00000088-RA(PocilloporaDamicornis) pdam_00000083-RA(PocilloporaDamicornis) pdam_00000087-RA(PocilloporaDamicornis)
ORTHOMCL19112	3	1	pdam_00023928-RA(PocilloporaDamicornis) pdam_00016260-RA(PocilloporaDamicornis) pdam_00023930-RA(PocilloporaDamicornis)
ORTHOMCL19113	3	1	pdam_00011985-RA(PocilloporaDamicornis) pdam_00011983-RA(PocilloporaDamicornis) pdam_00011989-RA(PocilloporaDamicornis)
ORTHOMCL19114	3	1	pdam_00023156-RA(PocilloporaDamicornis) pdam_00025376-RA(PocilloporaDamicornis) pdam_00023155-RA(PocilloporaDamicornis)
ORTHOMCL19115	3	1	pdam_00015134-RA(PocilloporaDamicornis) pdam_00015132-RA(PocilloporaDamicornis) pdam_00015133-RA(PocilloporaDamicornis)
ORTHOMCL27031	2	1	pdam_00016738-RA(PocilloporaDamicornis) pdam_00008887-RA(PocilloporaDamicornis)
ORTHOMCL27032	2	1	pdam_00009985-RA(PocilloporaDamicornis) pdam_00009984-RA(PocilloporaDamicornis)
ORTHOMCL27033	2	1	pdam_00014678-RA(PocilloporaDamicornis) pdam_00013090-RA(PocilloporaDamicornis)
ORTHOMCL27034	2	1	pdam_00021532-RA(PocilloporaDamicornis) pdam_00021527-RA(PocilloporaDamicornis)
ORTHOMCL27035	2	1	pdam_00008358-RA(PocilloporaDamicornis) pdam_00019402-RA(PocilloporaDamicornis)
ORTHOMCL27036	2	1	pdam_00016222-RA(PocilloporaDamicornis) pdam_00016212-RA(PocilloporaDamicornis)
ORTHOMCL27037	2	1	pdam_00018269-RA(PocilloporaDamicornis) pdam_00022993-RA(PocilloporaDamicornis)
ORTHOMCL27038	2	1	pdam_00000496-RA(PocilloporaDamicornis) pdam_00023809-RA(PocilloporaDamicornis)
ORTHOMCL27039	2	1	pdam_00025638-RA(PocilloporaDamicornis) pdam_00025637-RA(PocilloporaDamicornis)
ORTHOMCL27040	2	1	pdam_00022162-RA(PocilloporaDamicornis) pdam_00004574-RA(PocilloporaDamicornis)
ORTHOMCL27041	2	1	pdam_00014702-RA(PocilloporaDamicornis) pdam_00014708-RA(PocilloporaDamicornis)
ORTHOMCL27042	2	1	pdam_00019252-RA(PocilloporaDamicornis) pdam_00022192-RA(PocilloporaDamicornis)
ORTHOMCL27043	2	1	pdam_00023756-RA(PocilloporaDamicornis) pdam_00023757-RA(PocilloporaDamicornis)
ORTHOMCL27044	2	1	pdam_00025846-RA(PocilloporaDamicornis) pdam_00001473-RA(PocilloporaDamicornis)
ORTHOMCL27045	2	1	pdam_00009903-RA(PocilloporaDamicornis) pdam_00009900-RA(PocilloporaDamicornis)
ORTHOMCL27046	2	1	pdam_00018746-RA(PocilloporaDamicornis) pdam_00018745-RA(PocilloporaDamicornis)
ORTHOMCL27047	2	1	pdam_00012172-RA(PocilloporaDamicornis) pdam_00012177-RA(PocilloporaDamicornis)
ORTHOMCL27048	2	1	pdam_00017950-RA(PocilloporaDamicornis) pdam_00017952-RA(PocilloporaDamicornis)
ORTHOMCL27049	2	1	pdam_00013490-RA(PocilloporaDamicornis) pdam_00013488-RA(PocilloporaDamicornis)
ORTHOMCL27050	2	1	pdam_00005162-RA(PocilloporaDamicornis) pdam_00005163-RA(PocilloporaDamicornis)
ORTHOMCL27051	2	1	pdam_00013591-RA(PocilloporaDamicornis) pdam_00013588-RA(PocilloporaDamicornis)
ORTHOMCL27052	2	1	pdam_00019181-RA(PocilloporaDamicornis) pdam_00002356-RA(PocilloporaDamicornis)
ORTHOMCL27053	2	1	pdam_00024028-RA(PocilloporaDamicornis) pdam_00024767-RA(PocilloporaDamicornis)
ORTHOMCL27054	2	1	pdam_00020461-RA(PocilloporaDamicornis) pdam_00020462-RA(PocilloporaDamicornis)
ORTHOMCL27055	2	1	pdam_00007119-RA(PocilloporaDamicornis) pdam_00011487-RA(PocilloporaDamicornis)
ORTHOMCL27056	2	1	pdam_00018676-RA(PocilloporaDamicornis) pdam_00018675-RA(PocilloporaDamicornis)
ORTHOMCL27057	2	1	pdam_00018749-RA(PocilloporaDamicornis) pdam_00000345-RA(PocilloporaDamicornis)
ORTHOMCL27058	2	1	pdam_00015597-RA(PocilloporaDamicornis) pdam_00015600-RA(PocilloporaDamicornis)
ORTHOMCL27059	2	1	pdam_00014705-RA(PocilloporaDamicornis) pdam_00025970-RA(PocilloporaDamicornis)
ORTHOMCL27060	2	1	pdam_00018270-RA(PocilloporaDamicornis) pdam_00022997-RA(PocilloporaDamicornis)
ORTHOMCL27061	2	1	pdam_00019323-RA(PocilloporaDamicornis) pdam_00019327-RA(PocilloporaDamicornis)
ORTHOMCL27062	2	1	pdam_00022150-RA(PocilloporaDamicornis) pdam_00022151-RA(PocilloporaDamicornis)
ORTHOMCL27063	2	1	pdam_00014682-RA(PocilloporaDamicornis) pdam_00015048-RA(PocilloporaDamicornis)
ORTHOMCL27064	2	1	pdam_00023026-RA(PocilloporaDamicornis) pdam_00023024-RA(PocilloporaDamicornis)
ORTHOMCL27065	2	1	pdam_00018406-RA(PocilloporaDamicornis) pdam_00016956-RA(PocilloporaDamicornis)
ORTHOMCL27066	2	1	pdam_00008357-RA(PocilloporaDamicornis) pdam_00012818-RA(PocilloporaDamicornis)
ORTHOMCL27067	2	1	pdam_00007101-RA(PocilloporaDamicornis) pdam_00022680-RA(PocilloporaDamicornis)
ORTHOMCL27068	2	1	pdam_00018782-RA(PocilloporaDamicornis) pdam_00018783-RA(PocilloporaDamicornis)
ORTHOMCL27069	2	1	pdam_00019924-RA(PocilloporaDamicornis) pdam_00005472-RA(PocilloporaDamicornis)
ORTHOMCL27070	2	1	pdam_00015347-RA(PocilloporaDamicornis) pdam_00015003-RA(PocilloporaDamicornis)
ORTHOMCL27071	2	1	pdam_00023883-RA(PocilloporaDamicornis) pdam_00023882-RA(PocilloporaDamicornis)
ORTHOMCL27072	2	1	pdam_00008352-RA(PocilloporaDamicornis) pdam_00022103-RA(PocilloporaDamicornis)
ORTHOMCL27073	2	1	pdam_00010959-RA(PocilloporaDamicornis) pdam_00018478-RA(PocilloporaDamicornis)
ORTHOMCL27074	2	1	pdam_00020958-RA(PocilloporaDamicornis) pdam_00019832-RA(PocilloporaDamicornis)
ORTHOMCL27075	2	1	pdam_00011773-RA(PocilloporaDamicornis) pdam_00008673-RA(PocilloporaDamicornis)
ORTHOMCL27076	2	1	pdam_00002464-RA(PocilloporaDamicornis) pdam_00007472-RA(PocilloporaDamicornis)
ORTHOMCL27077	2	1	pdam_00007020-RA(PocilloporaDamicornis) pdam_00021686-RA(PocilloporaDamicornis)
ORTHOMCL27078	2	1	pdam_00018564-RA(PocilloporaDamicornis) pdam_00018563-RA(PocilloporaDamicornis)
ORTHOMCL27079	2	1	pdam_00016893-RA(PocilloporaDamicornis) pdam_00016133-RA(PocilloporaDamicornis)
ORTHOMCL27080	2	1	pdam_00016259-RA(PocilloporaDamicornis) pdam_00017432-RA(PocilloporaDamicornis)
ORTHOMCL27081	2	1	pdam_00021653-RA(PocilloporaDamicornis) pdam_00021661-RA(PocilloporaDamicornis)
ORTHOMCL27082	2	1	pdam_00024370-RA(PocilloporaDamicornis) pdam_00024043-RA(PocilloporaDamicornis)
ORTHOMCL27083	2	1	pdam_00016158-RA(PocilloporaDamicornis) pdam_00016157-RA(PocilloporaDamicornis)
ORTHOMCL27084	2	1	pdam_00012176-RA(PocilloporaDamicornis) pdam_00009802-RA(PocilloporaDamicornis)
ORTHOMCL27085	2	1	pdam_00024308-RA(PocilloporaDamicornis) pdam_00024309-RA(PocilloporaDamicornis)
ORTHOMCL27086	2	1	pdam_00022119-RA(PocilloporaDamicornis) pdam_00022120-RA(PocilloporaDamicornis)
ORTHOMCL27087	2	1	pdam_00024689-RA(PocilloporaDamicornis) pdam_00024686-RA(PocilloporaDamicornis)
ORTHOMCL27088	2	1	pdam_00014765-RA(PocilloporaDamicornis) pdam_00014764-RA(PocilloporaDamicornis)
ORTHOMCL27089	2	1	pdam_00017134-RA(PocilloporaDamicornis) pdam_00010931-RA(PocilloporaDamicornis)
ORTHOMCL27090	2	1	pdam_00008435-RA(PocilloporaDamicornis) pdam_00010626-RA(PocilloporaDamicornis)
ORTHOMCL27091	2	1	pdam_00022596-RA(PocilloporaDamicornis) pdam_00022588-RA(PocilloporaDamicornis)
ORTHOMCL27092	2	1	pdam_00019268-RA(PocilloporaDamicornis) pdam_00007621-RA(PocilloporaDamicornis)
ORTHOMCL27093	2	1	pdam_00006922-RA(PocilloporaDamicornis) pdam_00006923-RA(PocilloporaDamicornis)
ORTHOMCL27094	2	1	pdam_00003308-RA(PocilloporaDamicornis) pdam_00003314-RA(PocilloporaDamicornis)
ORTHOMCL27095	2	1	pdam_00009640-RA(PocilloporaDamicornis) pdam_00009642-RA(PocilloporaDamicornis)
ORTHOMCL27096	2	1	pdam_00015887-RA(PocilloporaDamicornis) pdam_00012484-RA(PocilloporaDamicornis)
ORTHOMCL27097	2	1	pdam_00024961-RA(PocilloporaDamicornis) pdam_00024462-RA(PocilloporaDamicornis)
ORTHOMCL27098	2	1	pdam_00021942-RA(PocilloporaDamicornis) pdam_00022900-RA(PocilloporaDamicornis)
ORTHOMCL27099	2	1	pdam_00011178-RA(PocilloporaDamicornis) pdam_00016277-RA(PocilloporaDamicornis)
ORTHOMCL27100	2	1	pdam_00015344-RA(PocilloporaDamicornis) pdam_00015343-RA(PocilloporaDamicornis)
ORTHOMCL27101	2	1	pdam_00009737-RA(PocilloporaDamicornis) pdam_00009740-RA(PocilloporaDamicornis)
ORTHOMCL27102	2	1	pdam_00003582-RA(PocilloporaDamicornis) pdam_00003581-RA(PocilloporaDamicornis)
ORTHOMCL27103	2	1	pdam_00023112-RA(PocilloporaDamicornis) pdam_00023111-RA(PocilloporaDamicornis)
ORTHOMCL27104	2	1	pdam_00025762-RA(PocilloporaDamicornis) pdam_00025806-RA(PocilloporaDamicornis)
ORTHOMCL27105	2	1	pdam_00009413-RA(PocilloporaDamicornis) pdam_00009412-RA(PocilloporaDamicornis)
ORTHOMCL27106	2	1	pdam_00015213-RA(PocilloporaDamicornis) pdam_00021796-RA(PocilloporaDamicornis)
ORTHOMCL27107	2	1	pdam_00006743-RA(PocilloporaDamicornis) pdam_00006741-RA(PocilloporaDamicornis)
ORTHOMCL27108	2	1	pdam_00007975-RA(PocilloporaDamicornis) pdam_00025608-RA(PocilloporaDamicornis)
ORTHOMCL27109	2	1	pdam_00016156-RA(PocilloporaDamicornis) pdam_00022725-RA(PocilloporaDamicornis)
ORTHOMCL27110	2	1	pdam_00013052-RA(PocilloporaDamicornis) pdam_00021837-RA(PocilloporaDamicornis)
ORTHOMCL27111	2	1	pdam_00019621-RA(PocilloporaDamicornis) pdam_00019617-RA(PocilloporaDamicornis)
ORTHOMCL27112	2	1	pdam_00024786-RA(PocilloporaDamicornis) pdam_00012286-RA(PocilloporaDamicornis)
ORTHOMCL27113	2	1	pdam_00012536-RA(PocilloporaDamicornis) pdam_00012537-RA(PocilloporaDamicornis)
ORTHOMCL27114	2	1	pdam_00011497-RA(PocilloporaDamicornis) pdam_00003524-RA(PocilloporaDamicornis)
ORTHOMCL27115	2	1	pdam_00019154-RA(PocilloporaDamicornis) pdam_00022968-RA(PocilloporaDamicornis)
ORTHOMCL27116	2	1	pdam_00016796-RA(PocilloporaDamicornis) pdam_00016797-RA(PocilloporaDamicornis)
ORTHOMCL27117	2	1	pdam_00004420-RA(PocilloporaDamicornis) pdam_00004421-RA(PocilloporaDamicornis)
ORTHOMCL27118	2	1	pdam_00023214-RA(PocilloporaDamicornis) pdam_00023212-RA(PocilloporaDamicornis)
ORTHOMCL27119	2	1	pdam_00021205-RA(PocilloporaDamicornis) pdam_00022059-RA(PocilloporaDamicornis)
ORTHOMCL27120	2	1	pdam_00012310-RA(PocilloporaDamicornis) pdam_00012309-RA(PocilloporaDamicornis)
ORTHOMCL27121	2	1	pdam_00016153-RA(PocilloporaDamicornis) pdam_00008606-RA(PocilloporaDamicornis)
ORTHOMCL27122	2	1	pdam_00025321-RA(PocilloporaDamicornis) pdam_00005941-RA(PocilloporaDamicornis)
ORTHOMCL27123	2	1	pdam_00025031-RA(PocilloporaDamicornis) pdam_00001619-RA(PocilloporaDamicornis)
ORTHOMCL27124	2	1	pdam_00007103-RA(PocilloporaDamicornis) pdam_00022897-RA(PocilloporaDamicornis)
ORTHOMCL27125	2	1	pdam_00018052-RA(PocilloporaDamicornis) pdam_00018050-RA(PocilloporaDamicornis)
ORTHOMCL27126	2	1	pdam_00020001-RA(PocilloporaDamicornis) pdam_00020282-RA(PocilloporaDamicornis)
ORTHOMCL27127	2	1	pdam_00021347-RA(PocilloporaDamicornis) pdam_00023312-RA(PocilloporaDamicornis)
ORTHOMCL27128	2	1	pdam_00019909-RA(PocilloporaDamicornis) pdam_00025028-RA(PocilloporaDamicornis)
ORTHOMCL27129	2	1	pdam_00024438-RA(PocilloporaDamicornis) pdam_00024900-RA(PocilloporaDamicornis)
ORTHOMCL27130	2	1	pdam_00019952-RA(PocilloporaDamicornis) pdam_00019954-RA(PocilloporaDamicornis)
ORTHOMCL27131	2	1	pdam_00025557-RA(PocilloporaDamicornis) pdam_00025556-RA(PocilloporaDamicornis)
ORTHOMCL27132	2	1	pdam_00014713-RA(PocilloporaDamicornis) pdam_00008799-RA(PocilloporaDamicornis)
ORTHOMCL27133	2	1	pdam_00019305-RA(PocilloporaDamicornis) pdam_00025650-RA(PocilloporaDamicornis)
ORTHOMCL27134	2	1	pdam_00020088-RA(PocilloporaDamicornis) pdam_00025824-RA(PocilloporaDamicornis)
ORTHOMCL27135	2	1	pdam_00004793-RA(PocilloporaDamicornis) pdam_00004792-RA(PocilloporaDamicornis)
ORTHOMCL27136	2	1	pdam_00016235-RA(PocilloporaDamicornis) pdam_00006108-RA(PocilloporaDamicornis)
ORTHOMCL27137	2	1	pdam_00021545-RA(PocilloporaDamicornis) pdam_00021985-RA(PocilloporaDamicornis)
ORTHOMCL27138	2	1	pdam_00012196-RA(PocilloporaDamicornis) pdam_00012195-RA(PocilloporaDamicornis)
ORTHOMCL27139	2	1	pdam_00001584-RA(PocilloporaDamicornis) pdam_00001583-RA(PocilloporaDamicornis)
ORTHOMCL27140	2	1	pdam_00014411-RA(PocilloporaDamicornis) pdam_00014413-RA(PocilloporaDamicornis)
ORTHOMCL27141	2	1	pdam_00000681-RA(PocilloporaDamicornis) pdam_00000685-RA(PocilloporaDamicornis)
ORTHOMCL27142	2	1	pdam_00002298-RA(PocilloporaDamicornis) pdam_00002297-RA(PocilloporaDamicornis)
ORTHOMCL27143	2	1	pdam_00012613-RA(PocilloporaDamicornis) pdam_00007021-RA(PocilloporaDamicornis)
ORTHOMCL27144	2	1	pdam_00024222-RA(PocilloporaDamicornis) pdam_00021810-RA(PocilloporaDamicornis)
ORTHOMCL27145	2	1	pdam_00025932-RA(PocilloporaDamicornis) pdam_00025788-RA(PocilloporaDamicornis)
ORTHOMCL27146	2	1	pdam_00011736-RA(PocilloporaDamicornis) pdam_00011738-RA(PocilloporaDamicornis)
ORTHOMCL27147	2	1	pdam_00006850-RA(PocilloporaDamicornis) pdam_00006849-RA(PocilloporaDamicornis)
ORTHOMCL27148	2	1	pdam_00008060-RA(PocilloporaDamicornis) pdam_00008061-RA(PocilloporaDamicornis)
ORTHOMCL27149	2	1	pdam_00000006-RA(PocilloporaDamicornis) pdam_00000007-RA(PocilloporaDamicornis)
ORTHOMCL27150	2	1	pdam_00011464-RA(PocilloporaDamicornis) pdam_00011462-RA(PocilloporaDamicornis)
ORTHOMCL27151	2	1	pdam_00008651-RA(PocilloporaDamicornis) pdam_00015436-RA(PocilloporaDamicornis)
ORTHOMCL27152	2	1	pdam_00021876-RA(PocilloporaDamicornis) pdam_00005483-RA(PocilloporaDamicornis)
ORTHOMCL27153	2	1	pdam_00016822-RA(PocilloporaDamicornis) pdam_00016819-RA(PocilloporaDamicornis)
ORTHOMCL27154	2	1	pdam_00016960-RA(PocilloporaDamicornis) pdam_00016959-RA(PocilloporaDamicornis)
ORTHOMCL27155	2	1	pdam_00020821-RA(PocilloporaDamicornis) pdam_00020822-RA(PocilloporaDamicornis)
ORTHOMCL27156	2	1	pdam_00025129-RA(PocilloporaDamicornis) pdam_00025127-RA(PocilloporaDamicornis)
ORTHOMCL27157	2	1	pdam_00017275-RA(PocilloporaDamicornis) pdam_00017274-RA(PocilloporaDamicornis)
ORTHOMCL27158	2	1	pdam_00001170-RA(PocilloporaDamicornis) pdam_00001179-RA(PocilloporaDamicornis)
ORTHOMCL27159	2	1	pdam_00011335-RA(PocilloporaDamicornis) pdam_00011333-RA(PocilloporaDamicornis)
ORTHOMCL27160	2	1	pdam_00015739-RA(PocilloporaDamicornis) pdam_00011194-RA(PocilloporaDamicornis)
ORTHOMCL27161	2	1	pdam_00020332-RA(PocilloporaDamicornis) pdam_00009406-RA(PocilloporaDamicornis)
ORTHOMCL27162	2	1	pdam_00018410-RA(PocilloporaDamicornis) pdam_00018407-RA(PocilloporaDamicornis)
ORTHOMCL27163	2	1	pdam_00021250-RA(PocilloporaDamicornis) pdam_00021249-RA(PocilloporaDamicornis)
ORTHOMCL27164	2	1	pdam_00022965-RA(PocilloporaDamicornis) pdam_00022966-RA(PocilloporaDamicornis)
ORTHOMCL27165	2	1	pdam_00022592-RA(PocilloporaDamicornis) pdam_00022589-RA(PocilloporaDamicornis)
ORTHOMCL27166	2	1	pdam_00023522-RA(PocilloporaDamicornis) pdam_00004226-RA(PocilloporaDamicornis)
ORTHOMCL27167	2	1	pdam_00015367-RA(PocilloporaDamicornis) pdam_00015368-RA(PocilloporaDamicornis)
ORTHOMCL27168	2	1	pdam_00000928-RA(PocilloporaDamicornis) pdam_00000927-RA(PocilloporaDamicornis)
ORTHOMCL27169	2	1	pdam_00010837-RA(PocilloporaDamicornis) pdam_00010838-RA(PocilloporaDamicornis)
ORTHOMCL27170	2	1	pdam_00022615-RA(PocilloporaDamicornis) pdam_00023364-RA(PocilloporaDamicornis)
ORTHOMCL27171	2	1	pdam_00006995-RA(PocilloporaDamicornis) pdam_00006996-RA(PocilloporaDamicornis)
ORTHOMCL27172	2	1	pdam_00021931-RA(PocilloporaDamicornis) pdam_00021930-RA(PocilloporaDamicornis)
ORTHOMCL27173	2	1	pdam_00024544-RA(PocilloporaDamicornis) pdam_00024541-RA(PocilloporaDamicornis)
ORTHOMCL27174	2	1	pdam_00020897-RA(PocilloporaDamicornis) pdam_00014405-RA(PocilloporaDamicornis)
ORTHOMCL27175	2	1	pdam_00025757-RA(PocilloporaDamicornis) pdam_00003896-RA(PocilloporaDamicornis)
ORTHOMCL27176	2	1	pdam_00019528-RA(PocilloporaDamicornis) pdam_00019531-RA(PocilloporaDamicornis)
ORTHOMCL27177	2	1	pdam_00012120-RA(PocilloporaDamicornis) pdam_00025780-RA(PocilloporaDamicornis)
ORTHOMCL27178	2	1	pdam_00024781-RA(PocilloporaDamicornis) pdam_00023739-RA(PocilloporaDamicornis)
ORTHOMCL27179	2	1	pdam_00024694-RA(PocilloporaDamicornis) pdam_00021601-RA(PocilloporaDamicornis)
ORTHOMCL27180	2	1	pdam_00023862-RA(PocilloporaDamicornis) pdam_00011409-RA(PocilloporaDamicornis)
ORTHOMCL27181	2	1	pdam_00017574-RA(PocilloporaDamicornis) pdam_00007384-RA(PocilloporaDamicornis)
ORTHOMCL27182	2	1	pdam_00024261-RA(PocilloporaDamicornis) pdam_00019044-RA(PocilloporaDamicornis)
ORTHOMCL27183	2	1	pdam_00006360-RA(PocilloporaDamicornis) pdam_00012659-RA(PocilloporaDamicornis)
ORTHOMCL27184	2	1	pdam_00005013-RA(PocilloporaDamicornis) pdam_00005015-RA(PocilloporaDamicornis)
ORTHOMCL27185	2	1	pdam_00023272-RA(PocilloporaDamicornis) pdam_00023274-RA(PocilloporaDamicornis)
ORTHOMCL27186	2	1	pdam_00014577-RA(PocilloporaDamicornis) pdam_00014576-RA(PocilloporaDamicornis)
ORTHOMCL27187	2	1	pdam_00023104-RA(PocilloporaDamicornis) pdam_00013733-RA(PocilloporaDamicornis)
ORTHOMCL27188	2	1	pdam_00024979-RA(PocilloporaDamicornis) pdam_00024978-RA(PocilloporaDamicornis)
ORTHOMCL27189	2	1	pdam_00018128-RA(PocilloporaDamicornis) pdam_00013965-RA(PocilloporaDamicornis)
ORTHOMCL27190	2	1	pdam_00019910-RA(PocilloporaDamicornis) pdam_00019918-RA(PocilloporaDamicornis)
ORTHOMCL27191	2	1	pdam_00023503-RA(PocilloporaDamicornis) pdam_00023502-RA(PocilloporaDamicornis)
ORTHOMCL27192	2	1	pdam_00018800-RA(PocilloporaDamicornis) pdam_00025887-RA(PocilloporaDamicornis)
ORTHOMCL27193	2	1	pdam_00020246-RA(PocilloporaDamicornis) pdam_00020245-RA(PocilloporaDamicornis)
ORTHOMCL27194	2	1	pdam_00017606-RA(PocilloporaDamicornis) pdam_00017607-RA(PocilloporaDamicornis)
ORTHOMCL27195	2	1	pdam_00004651-RA(PocilloporaDamicornis) pdam_00004648-RA(PocilloporaDamicornis)
ORTHOMCL27196	2	1	pdam_00011009-RA(PocilloporaDamicornis) pdam_00011010-RA(PocilloporaDamicornis)
ORTHOMCL27197	2	1	pdam_00018798-RA(PocilloporaDamicornis) pdam_00018797-RA(PocilloporaDamicornis)
ORTHOMCL27198	2	1	pdam_00006254-RA(PocilloporaDamicornis) pdam_00015488-RA(PocilloporaDamicornis)
ORTHOMCL27199	2	1	pdam_00001262-RA(PocilloporaDamicornis) pdam_00001261-RA(PocilloporaDamicornis)
ORTHOMCL27200	2	1	pdam_00002473-RA(PocilloporaDamicornis) pdam_00002477-RA(PocilloporaDamicornis)
ORTHOMCL27201	2	1	pdam_00024661-RA(PocilloporaDamicornis) pdam_00024662-RA(PocilloporaDamicornis)
ORTHOMCL27202	2	1	pdam_00011256-RA(PocilloporaDamicornis) pdam_00011258-RA(PocilloporaDamicornis)
ORTHOMCL27203	2	1	pdam_00024520-RA(PocilloporaDamicornis) pdam_00006222-RA(PocilloporaDamicornis)
