GO.ID,Term,Annotated,Significant,Expected,Rank in classicFisher,classicFisher,elimFisher,topgoFisher,parentchildFisher
GO:0051704,multi-organism process,41,5,4.93,307,0.5576,0.5576,1.0000,0.55760
GO:0051707,response to other organism,31,3,3.73,364,0.7377,0.7377,1.0000,0.91652
GO:0051715,cytolysis in other organism,4,1,0.48,241,0.4008,0.4008,1.0000,0.93333
GO:0051716,cellular response to stimulus,2088,489,250.9,6,< 1e-30,0.1384,1.0000,< 1e-30
GO:0051726,regulation of cell cycle,55,3,6.61,514,0.9687,0.9687,1.0000,0.99909
GO:0051801,cytolysis in other organism involved in ...,4,1,0.48,242,0.4008,0.4008,1.0000,1.00000
GO:0051817,modification of morphology or physiology...,4,1,0.48,243,0.4008,0.4008,1.0000,0.93333
GO:0051818,disruption of cells of other organism in...,4,1,0.48,244,0.4008,0.4008,1.0000,1.00000
GO:0051883,killing of cells in other organism invol...,4,1,0.48,245,0.4008,0.4008,1.0000,1.00000
GO:0051923,sulfation,16,2,1.92,319,0.5895,0.5895,1.0000,0.68101
GO:0051960,regulation of nervous system development,8,2,0.96,177,0.2485,0.2485,1.0000,0.71243
GO:0052547,regulation of peptidase activity,2,1,0.24,162,0.2259,0.2259,1.0000,0.12688
GO:0052548,regulation of endopeptidase activity,2,1,0.24,163,0.2259,0.2259,1.0000,1.00000
GO:0052646,alditol phosphate metabolic process,5,1,0.6,283,0.4729,0.4729,1.0000,0.40039
GO:0055067,monovalent inorganic cation homeostasis,5,1,0.6,284,0.4729,0.4729,1.0000,0.29412
GO:0055080,cation homeostasis,17,1,2.04,433,0.8868,0.8868,1.0000,1.00000
GO:0055086,nucleobase-containing small molecule met...,145,6,17.42,593,0.9998,0.9998,1.0000,0.99997
GO:0060249,anatomical structure homeostasis,11,1,1.32,369,0.7557,0.7557,1.0000,0.25463
GO:0060255,regulation of macromolecule metabolic pr...,592,26,71.14,641,1.0000,1.0000,1.0000,0.98919
GO:0060284,regulation of cell development,9,2,1.08,193,0.2957,0.2957,1.0000,0.81579
GO:0060548,negative regulation of cell death,6,1,0.72,304,0.5362,0.5362,1.0000,0.50030
GO:0061024,membrane organization,36,3,4.33,395,0.8246,0.8246,1.0000,0.10165
GO:0061025,membrane fusion,8,2,0.96,178,0.2485,0.2485,1.0000,0.11765
GO:0061564,axon development,7,3,0.84,72,0.0417,0.0417,1.0000,0.29167
GO:0065003,macromolecular complex assembly,183,7,21.99,612,1.0000,1.0000,1.0000,0.33683
GO:0065004,protein-DNA complex assembly,33,1,3.97,531,0.9855,0.9855,1.0000,0.55333
GO:0065007,biological regulation,2734,516,328.53,10,< 1e-30,0.9608,1.0000,< 1e-30
GO:0065008,regulation of biological quality,143,5,17.18,600,0.9999,0.9999,1.0000,1.00000
GO:0065009,regulation of molecular function,85,12,10.21,216,0.3210,0.9932,1.0000,0.90334
GO:0070085,glycosylation,70,4,8.41,522,0.9755,0.9755,1.0000,0.60920
GO:0070271,protein complex biogenesis,157,7,18.87,591,0.9997,0.9997,1.0000,0.13790
GO:0070302,regulation of stress-activated protein k...,30,10,3.6,26,0.0019,1.0000,1.0000,0.00092
GO:0070304,positive regulation of stress-activated ...,29,10,3.48,18,0.0014,1.0000,1.0000,0.17856
GO:0070647,protein modification by small protein co...,102,3,12.26,595,0.9998,0.9998,1.0000,0.99779
GO:0070838,divalent metal ion transport,45,6,5.41,260,0.4597,0.4597,1.0000,0.30252
GO:0071103,DNA conformation change,32,1,3.85,529,0.9835,0.9835,1.0000,0.45109
GO:0071702,organic substance transport,222,10,26.68,610,1.0000,1.0000,1.0000,0.99418
GO:0071704,organic substance metabolic process,3239,203,389.21,679,1.0000,1.0000,1.0000,1.00000
GO:0071705,nitrogen compound transport,62,2,7.45,555,0.9967,0.9967,1.0000,0.97114
GO:0071709,membrane assembly,3,1,0.36,215,0.3189,0.3189,1.0000,0.11892
GO:0071715,icosanoid transport,17,5,2.04,83,0.0446,0.0446,1.0000,0.01420
GO:0071804,cellular potassium ion transport,27,2,3.24,409,0.8526,0.8526,1.0000,0.94658
GO:0071822,protein complex subunit organization,172,8,20.67,594,0.9998,0.9998,1.0000,0.04765
GO:0071824,protein-DNA complex subunit organization,34,1,4.09,535,0.9873,0.9873,1.0000,0.69501
GO:0071840,cellular component organization or bioge...,498,15,59.84,646,1.0000,1.0000,1.0000,1.00000
GO:0071900,regulation of protein serine/threonine k...,36,10,4.33,43,0.0081,1.0000,1.0000,0.39982
GO:0071902,positive regulation of protein serine/th...,32,10,3.85,30,0.0032,1.0000,1.0000,0.18520
GO:0072348,sulfur compound transport,6,2,0.72,132,0.1559,0.1559,1.0000,0.09834
GO:0072358,cardiovascular system development,11,2,1.32,226,0.3880,0.3880,1.0000,0.45909
GO:0072359,circulatory system development,11,2,1.32,227,0.3880,0.3880,1.0000,0.45909
GO:0072511,divalent inorganic cation transport,45,6,5.41,261,0.4597,0.4597,1.0000,0.21520
GO:0072521,purine-containing compound metabolic pro...,83,4,9.97,547,0.9927,0.9927,1.0000,0.34585
GO:0072522,purine-containing compound biosynthetic ...,56,2,6.73,548,0.9935,0.9935,1.0000,0.46949
GO:0080090,regulation of primary metabolic process,588,26,70.66,640,1.0000,1.0000,1.0000,0.98583
GO:0080134,regulation of response to stress,38,11,4.57,32,0.0040,0.6814,1.0000,0.00019
GO:0080135,regulation of cellular response to stres...,32,10,3.85,31,0.0032,1.0000,1.0000,0.05925
GO:0090066,regulation of anatomical structure size,20,1,2.4,465,0.9230,0.9230,1.0000,0.53464
GO:0090304,nucleic acid metabolic process,1042,30,125.21,680,1.0000,1.0000,1.0000,1.00000
GO:0090407,organophosphate biosynthetic process,120,5,14.42,579,0.9993,0.9993,1.0000,0.41179
GO:0097479,synaptic vesicle localization,4,1,0.48,246,0.4008,0.4008,1.0000,0.44444
GO:0097480,establishment of synaptic vesicle locali...,4,1,0.48,247,0.4008,0.4008,1.0000,0.44444
GO:0097485,neuron projection guidance,6,3,0.72,62,0.0261,0.0261,1.0000,0.00133
GO:0097659,nucleic acid-templated transcription,562,11,67.53,681,1.0000,1.0000,1.0000,0.96134
GO:0098542,defense response to other organism,29,3,3.48,354,0.6945,0.6945,1.0000,0.90437
GO:0098609,cell-cell adhesion,33,2,3.97,456,0.9199,0.9199,1.0000,0.99087
GO:0098655,cation transmembrane transport,110,10,13.22,422,0.8663,0.8663,1.0000,0.49846
GO:0098660,inorganic ion transmembrane transport,108,10,12.98,407,0.8512,0.8512,1.0000,0.17070
GO:0098662,inorganic cation transmembrane transport,107,10,12.86,406,0.8432,0.8432,1.0000,0.68174
GO:0098742,cell-cell adhesion via plasma-membrane a...,31,2,3.73,444,0.9016,0.9016,1.0000,0.88068
GO:0098771,inorganic ion homeostasis,17,1,2.04,434,0.8868,0.8868,1.0000,1.00000
GO:0099504,synaptic vesicle cycle,4,1,0.48,248,0.4008,0.4008,1.0000,0.29083
GO:0099531,presynaptic process involved in synaptic...,12,1,1.44,377,0.7851,0.7851,1.0000,0.78507
GO:0099536,synaptic signaling,16,1,1.92,426,0.8713,0.8713,1.0000,0.72727
GO:0099537,trans-synaptic signaling,16,1,1.92,427,0.8713,0.8713,1.0000,1.00000
GO:1901068,guanosine-containing compound metabolic ...,9,1,1.08,352,0.6843,0.6843,1.0000,0.52887
GO:1901135,carbohydrate derivative metabolic proces...,243,10,29.2,620,1.0000,1.0000,1.0000,0.94963
GO:1901137,carbohydrate derivative biosynthetic pro...,167,7,20.07,598,0.9999,0.9999,1.0000,0.26170
GO:1901222,regulation of NIK/NF-kappaB signaling,30,10,3.6,27,0.0019,1.0000,1.0000,0.00112
GO:1901224,positive regulation of NIK/NF-kappaB sig...,29,10,3.48,19,0.0014,1.0000,1.0000,0.17856
GO:1901293,nucleoside phosphate biosynthetic proces...,79,2,9.49,586,0.9995,0.9995,1.0000,0.69796
GO:1901360,organic cyclic compound metabolic proces...,1286,38,154.53,682,1.0000,1.0000,1.0000,1.00000
GO:1901361,organic cyclic compound catabolic proces...,55,2,6.61,546,0.9927,0.9927,1.0000,0.53040
GO:1901362,organic cyclic compound biosynthetic pro...,710,14,85.32,683,1.0000,1.0000,1.0000,0.99943
GO:1901564,organonitrogen compound metabolic proces...,526,27,63.21,634,1.0000,1.0000,1.0000,0.90249
GO:1901565,organonitrogen compound catabolic proces...,46,6,5.53,290,0.4818,0.4818,1.0000,0.01247
GO:1901566,organonitrogen compound biosynthetic pro...,350,13,42.06,635,1.0000,1.0000,1.0000,0.55584
GO:1901571,fatty acid derivative transport,17,5,2.04,84,0.0446,0.0446,1.0000,0.01125
GO:1901575,organic substance catabolic process,226,10,27.16,613,1.0000,1.0000,1.0000,0.91283
GO:1901576,organic substance biosynthetic process,1174,36,141.07,684,1.0000,1.0000,1.0000,1.00000
GO:1901605,alpha-amino acid metabolic process,77,7,9.25,401,0.8338,0.8338,1.0000,0.20850
GO:1901606,alpha-amino acid catabolic process,16,2,1.92,320,0.5895,0.5895,1.0000,0.49676
GO:1901607,alpha-amino acid biosynthetic process,41,2,4.93,509,0.9657,0.9657,1.0000,0.96332
GO:1901657,glycosyl compound metabolic process,76,5,9.13,497,0.9597,0.9597,1.0000,0.72820
GO:1901659,glycosyl compound biosynthetic process,35,2,4.21,477,0.9350,0.9350,1.0000,0.57387
GO:1902531,regulation of intracellular signal trans...,95,14,11.42,172,0.2470,0.9633,1.0000,0.00519
GO:1902533,positive regulation of intracellular sig...,37,11,4.45,28,0.0031,0.6382,1.0000,2.0e-05
GO:1902578,single-organism localization,1033,94,124.13,582,0.9994,0.9994,1.0000,1.00000
GO:1902580,single-organism cellular localization,47,1,5.65,561,0.9976,0.9976,1.0000,0.98593
GO:1902582,single-organism intracellular transport,103,1,12.38,623,1.0000,1.0000,1.0000,0.99994
GO:1902589,single-organism organelle organization,191,5,22.95,628,1.0000,1.0000,1.0000,1.00000
GO:1902600,hydrogen ion transmembrane transport,25,1,3,496,0.9595,0.9595,1.0000,0.94830
GO:1902679,negative regulation of RNA biosynthetic ...,24,2,2.88,384,0.8024,0.8024,1.0000,0.13716
GO:1903506,regulation of nucleic acid-templated tra...,492,10,59.12,685,1.0000,1.0000,1.0000,0.59285
GO:1903507,negative regulation of nucleic acid-temp...,24,2,2.88,385,0.8024,0.8024,1.0000,0.07599
GO:1903963,arachidonate transport,17,5,2.04,85,0.0446,0.0446,1.0000,0.72222
GO:2000026,regulation of multicellular organismal d...,13,2,1.56,286,0.4747,0.4747,1.0000,0.51974
GO:2000112,regulation of cellular macromolecule bio...,519,15,62.37,647,1.0000,1.0000,1.0000,0.28871
GO:2000113,negative regulation of cellular macromol...,42,7,5.05,168,0.2347,0.2347,1.0000,3.9e-05
GO:2000116,regulation of cysteine-type endopeptidas...,2,1,0.24,164,0.2259,0.2259,1.0000,1.00000
GO:2000117,negative regulation of cysteine-type end...,2,1,0.24,165,0.2259,0.2259,1.0000,1.00000
GO:2001141,regulation of RNA biosynthetic process,492,10,59.12,686,1.0000,1.0000,1.0000,0.98765
GO:0000002,mitochondrial genome maintenance,2,0,0.24,687,1.0000,1.0000,1.0000,1.00000
GO:0000003,reproduction,10,0,1.2,688,1.0000,1.0000,1.0000,1.00000
GO:0000012,single strand break repair,2,0,0.24,689,1.0000,1.0000,1.0000,1.00000
GO:0000018,regulation of DNA recombination,1,0,0.12,690,1.0000,1.0000,1.0000,1.00000
GO:0000027,ribosomal large subunit assembly,2,0,0.24,691,1.0000,1.0000,1.0000,1.00000
GO:0000042,protein targeting to Golgi,4,0,0.48,692,1.0000,1.0000,1.0000,1.00000
GO:0000045,autophagosome assembly,3,0,0.36,693,1.0000,1.0000,1.0000,1.00000
GO:0000054,ribosomal subunit export from nucleus,1,0,0.12,694,1.0000,1.0000,1.0000,1.00000
GO:0000055,ribosomal large subunit export from nucl...,1,0,0.12,695,1.0000,1.0000,1.0000,1.00000
GO:0000070,mitotic sister chromatid segregation,20,0,2.4,696,1.0000,1.0000,1.0000,1.00000
GO:0000076,DNA replication checkpoint,1,0,0.12,697,1.0000,1.0000,1.0000,1.00000
GO:0000079,regulation of cyclin-dependent protein s...,4,0,0.48,698,1.0000,1.0000,1.0000,1.00000
GO:0000082,G1/S transition of mitotic cell cycle,4,0,0.48,699,1.0000,1.0000,1.0000,1.00000
GO:0000083,regulation of transcription involved in ...,2,0,0.24,700,1.0000,1.0000,1.0000,1.00000
GO:0000086,G2/M transition of mitotic cell cycle,3,0,0.36,701,1.0000,1.0000,1.0000,1.00000
GO:0000103,sulfate assimilation,1,0,0.12,702,1.0000,1.0000,1.0000,1.00000
GO:0000105,histidine biosynthetic process,7,0,0.84,703,1.0000,1.0000,1.0000,1.00000
GO:0000122,negative regulation of transcription fro...,3,0,0.36,704,1.0000,1.0000,1.0000,1.00000
GO:0000154,rRNA modification,4,0,0.48,705,1.0000,1.0000,1.0000,1.00000
GO:0000160,phosphorelay signal transduction system,2,0,0.24,706,1.0000,1.0000,1.0000,1.00000
GO:0000183,chromatin silencing at rDNA,4,0,0.48,707,1.0000,1.0000,1.0000,1.00000
GO:0000184,nuclear-transcribed mRNA catabolic proce...,3,0,0.36,708,1.0000,1.0000,1.0000,1.00000
GO:0000186,activation of MAPKK activity,1,0,0.12,709,1.0000,1.0000,1.0000,1.00000
GO:0000187,activation of MAPK activity,2,0,0.24,710,1.0000,1.0000,1.0000,1.00000
GO:0000209,protein polyubiquitination,3,0,0.36,711,1.0000,1.0000,1.0000,1.00000
GO:0000226,microtubule cytoskeleton organization,48,0,5.77,712,1.0000,1.0000,1.0000,1.00000
GO:0000244,spliceosomal tri-snRNP complex assembly,1,0,0.12,713,1.0000,1.0000,1.0000,1.00000
GO:0000245,spliceosomal complex assembly,4,0,0.48,714,1.0000,1.0000,1.0000,1.00000
GO:0000255,allantoin metabolic process,3,0,0.36,715,1.0000,1.0000,1.0000,1.00000
GO:0000256,allantoin catabolic process,2,0,0.24,716,1.0000,1.0000,1.0000,1.00000
GO:0000266,mitochondrial fission,2,0,0.24,717,1.0000,1.0000,1.0000,1.00000
GO:0000271,polysaccharide biosynthetic process,3,0,0.36,718,1.0000,1.0000,1.0000,1.00000
GO:0000272,polysaccharide catabolic process,3,0,0.36,719,1.0000,1.0000,1.0000,1.00000
GO:0000280,nuclear division,32,0,3.85,720,1.0000,1.0000,1.0000,1.00000
GO:0000281,mitotic cytokinesis,1,0,0.12,721,1.0000,1.0000,1.0000,1.00000
GO:0000288,nuclear-transcribed mRNA catabolic proce...,4,0,0.48,722,1.0000,1.0000,1.0000,1.00000
GO:0000289,nuclear-transcribed mRNA poly(A) tail sh...,2,0,0.24,723,1.0000,1.0000,1.0000,1.00000
GO:0000290,deadenylation-dependent decapping of nuc...,2,0,0.24,724,1.0000,1.0000,1.0000,1.00000
GO:0000291,nuclear-transcribed mRNA catabolic proce...,1,0,0.12,725,1.0000,1.0000,1.0000,1.00000
GO:0000301,retrograde transport vesicle recycling ...,4,0,0.48,726,1.0000,1.0000,1.0000,1.00000
GO:0000302,response to reactive oxygen species,1,0,0.12,727,1.0000,1.0000,1.0000,1.00000
GO:0000338,protein deneddylation,3,0,0.36,728,1.0000,1.0000,1.0000,1.00000
GO:0000350,generation of catalytic spliceosome for ...,2,0,0.24,729,1.0000,1.0000,1.0000,1.00000
GO:0000375,RNA splicing via transesterification re...,39,0,4.69,730,1.0000,1.0000,1.0000,1.00000
GO:0000377,RNA splicing via transesterification re...,39,0,4.69,731,1.0000,1.0000,1.0000,1.00000
GO:0000379,tRNA-type intron splice site recognition...,1,0,0.12,732,1.0000,1.0000,1.0000,1.00000
GO:0000387,spliceosomal snRNP assembly,8,0,0.96,733,1.0000,1.0000,1.0000,1.00000
GO:0000390,spliceosomal complex disassembly,1,0,0.12,734,1.0000,1.0000,1.0000,1.00000
GO:0000393,spliceosomal conformational changes to g...,2,0,0.24,735,1.0000,1.0000,1.0000,1.00000
GO:0000394,RNA splicing via endonucleolytic cleava...,5,0,0.6,736,1.0000,1.0000,1.0000,1.00000
GO:0000398,mRNA splicing via spliceosome,39,0,4.69,737,1.0000,1.0000,1.0000,1.00000
GO:0000462,maturation of SSU-rRNA from tricistronic...,1,0,0.12,738,1.0000,1.0000,1.0000,1.00000
GO:0000469,cleavage involved in rRNA processing,2,0,0.24,739,1.0000,1.0000,1.0000,1.00000
GO:0000724,double-strand break repair via homologou...,8,0,0.96,740,1.0000,1.0000,1.0000,1.00000
GO:0000725,recombinational repair,9,0,1.08,741,1.0000,1.0000,1.0000,1.00000
GO:0000726,non-recombinational repair,5,0,0.6,742,1.0000,1.0000,1.0000,1.00000
GO:0000730,DNA recombinase assembly,1,0,0.12,743,1.0000,1.0000,1.0000,1.00000
GO:0000737,DNA catabolic process endonucleolytic,2,0,0.24,744,1.0000,1.0000,1.0000,1.00000
GO:0000768,syncytium formation by plasma membrane f...,1,0,0.12,745,1.0000,1.0000,1.0000,1.00000
GO:0000819,sister chromatid segregation,21,0,2.52,746,1.0000,1.0000,1.0000,1.00000
GO:0000910,cytokinesis,10,0,1.2,747,1.0000,1.0000,1.0000,1.00000
GO:0000912,assembly of actomyosin apparatus involve...,1,0,0.12,748,1.0000,1.0000,1.0000,1.00000
GO:0000915,actomyosin contractile ring assembly,1,0,0.12,749,1.0000,1.0000,1.0000,1.00000
GO:0000956,nuclear-transcribed mRNA catabolic proce...,14,0,1.68,750,1.0000,1.0000,1.0000,1.00000
GO:0000959,mitochondrial RNA metabolic process,1,0,0.12,751,1.0000,1.0000,1.0000,1.00000
GO:0001101,response to acid chemical,2,0,0.24,752,1.0000,1.0000,1.0000,1.00000
GO:0001510,RNA methylation,13,0,1.56,753,1.0000,1.0000,1.0000,1.00000
GO:0001522,pseudouridine synthesis,11,0,1.32,754,1.0000,1.0000,1.0000,1.00000
GO:0001525,angiogenesis,7,0,0.84,755,1.0000,1.0000,1.0000,1.00000
GO:0001558,regulation of cell growth,5,0,0.6,756,1.0000,1.0000,1.0000,1.00000
GO:0001568,blood vessel development,7,0,0.84,757,1.0000,1.0000,1.0000,1.00000
GO:0001578,microtubule bundle formation,2,0,0.24,758,1.0000,1.0000,1.0000,1.00000
GO:0001654,eye development,2,0,0.24,759,1.0000,1.0000,1.0000,1.00000
GO:0001655,urogenital system development,6,0,0.72,760,1.0000,1.0000,1.0000,1.00000
GO:0001678,cellular glucose homeostasis,2,0,0.24,761,1.0000,1.0000,1.0000,1.00000
GO:0001682,tRNA 5'-leader removal,1,0,0.12,762,1.0000,1.0000,1.0000,1.00000
GO:0001736,establishment of planar polarity,3,0,0.36,763,1.0000,1.0000,1.0000,1.00000
GO:0001738,morphogenesis of a polarized epithelium,3,0,0.36,764,1.0000,1.0000,1.0000,1.00000
GO:0001764,neuron migration,2,0,0.24,765,1.0000,1.0000,1.0000,1.00000
GO:0001822,kidney development,6,0,0.72,766,1.0000,1.0000,1.0000,1.00000
GO:0001894,tissue homeostasis,1,0,0.12,767,1.0000,1.0000,1.0000,1.00000
GO:0001895,retina homeostasis,1,0,0.12,768,1.0000,1.0000,1.0000,1.00000
GO:0001933,negative regulation of protein phosphory...,1,0,0.12,769,1.0000,1.0000,1.0000,1.00000
GO:0001944,vasculature development,7,0,0.84,770,1.0000,1.0000,1.0000,1.00000
GO:0002009,morphogenesis of an epithelium,3,0,0.36,771,1.0000,1.0000,1.0000,1.00000
GO:0002065,columnar/cuboidal epithelial cell differ...,1,0,0.12,772,1.0000,1.0000,1.0000,1.00000
GO:0002067,glandular epithelial cell differentiatio...,1,0,0.12,773,1.0000,1.0000,1.0000,1.00000
GO:0002084,protein depalmitoylation,1,0,0.12,774,1.0000,1.0000,1.0000,1.00000
GO:0002097,tRNA wobble base modification,5,0,0.6,775,1.0000,1.0000,1.0000,1.00000
GO:0002098,tRNA wobble uridine modification,5,0,0.6,776,1.0000,1.0000,1.0000,1.00000
GO:0002115,store-operated calcium entry,1,0,0.12,777,1.0000,1.0000,1.0000,1.00000
GO:0002143,tRNA wobble position uridine thiolation,1,0,0.12,778,1.0000,1.0000,1.0000,1.00000
GO:0002200,somatic diversification of immune recept...,1,0,0.12,779,1.0000,1.0000,1.0000,1.00000
GO:0002474,antigen processing and presentation of p...,9,0,1.08,780,1.0000,1.0000,1.0000,1.00000
GO:0002483,antigen processing and presentation of e...,9,0,1.08,781,1.0000,1.0000,1.0000,1.00000
GO:0002520,immune system development,2,0,0.24,782,1.0000,1.0000,1.0000,1.00000
GO:0002562,somatic diversification of immune recept...,1,0,0.12,783,1.0000,1.0000,1.0000,1.00000
GO:0002790,peptide secretion,1,0,0.12,784,1.0000,1.0000,1.0000,1.00000
GO:0002791,regulation of peptide secretion,1,0,0.12,785,1.0000,1.0000,1.0000,1.00000
GO:0002949,tRNA threonylcarbamoyladenosine modifica...,1,0,0.12,786,1.0000,1.0000,1.0000,1.00000
GO:0003006,developmental process involved in reprod...,1,0,0.12,787,1.0000,1.0000,1.0000,1.00000
GO:0003012,muscle system process,2,0,0.24,788,1.0000,1.0000,1.0000,1.00000
GO:0003013,circulatory system process,9,0,1.08,789,1.0000,1.0000,1.0000,1.00000
GO:0003158,endothelium development,1,0,0.12,790,1.0000,1.0000,1.0000,1.00000
GO:0003309,type B pancreatic cell differentiation,1,0,0.12,791,1.0000,1.0000,1.0000,1.00000
GO:0003333,amino acid transmembrane transport,16,0,1.92,792,1.0000,1.0000,1.0000,1.00000
GO:0003341,cilium movement,3,0,0.36,793,1.0000,1.0000,1.0000,1.00000
GO:0005976,polysaccharide metabolic process,8,0,0.96,794,1.0000,1.0000,1.0000,1.00000
GO:0005977,glycogen metabolic process,7,0,0.84,795,1.0000,1.0000,1.0000,1.00000
GO:0005978,glycogen biosynthetic process,3,0,0.36,796,1.0000,1.0000,1.0000,1.00000
GO:0005980,glycogen catabolic process,2,0,0.24,797,1.0000,1.0000,1.0000,1.00000
GO:0005984,disaccharide metabolic process,1,0,0.12,798,1.0000,1.0000,1.0000,1.00000
GO:0005991,trehalose metabolic process,1,0,0.12,799,1.0000,1.0000,1.0000,1.00000
GO:0005996,monosaccharide metabolic process,35,0,4.21,800,1.0000,1.0000,1.0000,1.00000
GO:0006000,fructose metabolic process,4,0,0.48,801,1.0000,1.0000,1.0000,1.00000
GO:0006002,fructose 6-phosphate metabolic process,1,0,0.12,802,1.0000,1.0000,1.0000,1.00000
GO:0006003,fructose 2,6-bisphosphate metabolic proc...,2,0,0.24,803,1.0000,1.0000,1.0000,1.00000
GO:0006004,fucose metabolic process,3,0,0.36,804,1.0000,1.0000,1.0000,1.00000
GO:0006006,glucose metabolic process,9,0,1.08,805,1.0000,1.0000,1.0000,1.00000
GO:0006007,glucose catabolic process,1,0,0.12,806,1.0000,1.0000,1.0000,1.00000
GO:0006012,galactose metabolic process,4,0,0.48,807,1.0000,1.0000,1.0000,1.00000
GO:0006013,mannose metabolic process,3,0,0.36,808,1.0000,1.0000,1.0000,1.00000
GO:0006014,D-ribose metabolic process,2,0,0.24,809,1.0000,1.0000,1.0000,1.00000
GO:0006020,inositol metabolic process,2,0,0.24,810,1.0000,1.0000,1.0000,1.00000
GO:0006021,inositol biosynthetic process,1,0,0.12,811,1.0000,1.0000,1.0000,1.00000
GO:0006022,aminoglycan metabolic process,20,0,2.4,812,1.0000,1.0000,1.0000,1.00000
GO:0006023,aminoglycan biosynthetic process,2,0,0.24,813,1.0000,1.0000,1.0000,1.00000
GO:0006024,glycosaminoglycan biosynthetic process,2,0,0.24,814,1.0000,1.0000,1.0000,1.00000
GO:0006030,chitin metabolic process,18,0,2.16,815,1.0000,1.0000,1.0000,1.00000
GO:0006040,amino sugar metabolic process,20,0,2.4,816,1.0000,1.0000,1.0000,1.00000
GO:0006044,N-acetylglucosamine metabolic process,2,0,0.24,817,1.0000,1.0000,1.0000,1.00000
GO:0006066,alcohol metabolic process,14,0,1.68,818,1.0000,1.0000,1.0000,1.00000
GO:0006067,ethanol metabolic process,1,0,0.12,819,1.0000,1.0000,1.0000,1.00000
GO:0006069,ethanol oxidation,1,0,0.12,820,1.0000,1.0000,1.0000,1.00000
GO:0006071,glycerol metabolic process,1,0,0.12,821,1.0000,1.0000,1.0000,1.00000
GO:0006072,glycerol-3-phosphate metabolic process,2,0,0.24,822,1.0000,1.0000,1.0000,1.00000
GO:0006073,cellular glucan metabolic process,7,0,0.84,823,1.0000,1.0000,1.0000,1.00000
GO:0006081,cellular aldehyde metabolic process,12,0,1.44,824,1.0000,1.0000,1.0000,1.00000
GO:0006083,acetate metabolic process,1,0,0.12,825,1.0000,1.0000,1.0000,1.00000
GO:0006084,acetyl-CoA metabolic process,6,0,0.72,826,1.0000,1.0000,1.0000,1.00000
GO:0006085,acetyl-CoA biosynthetic process,4,0,0.48,827,1.0000,1.0000,1.0000,1.00000
GO:0006086,acetyl-CoA biosynthetic process from pyr...,2,0,0.24,828,1.0000,1.0000,1.0000,1.00000
GO:0006090,pyruvate metabolic process,12,0,1.44,829,1.0000,1.0000,1.0000,1.00000
GO:0006091,generation of precursor metabolites and ...,42,0,5.05,830,1.0000,1.0000,1.0000,1.00000
GO:0006094,gluconeogenesis,5,0,0.6,831,1.0000,1.0000,1.0000,1.00000
GO:0006096,glycolytic process,9,0,1.08,832,1.0000,1.0000,1.0000,1.00000
GO:0006097,glyoxylate cycle,2,0,0.24,833,1.0000,1.0000,1.0000,1.00000
GO:0006098,pentose-phosphate shunt,5,0,0.6,834,1.0000,1.0000,1.0000,1.00000
GO:0006099,tricarboxylic acid cycle,13,0,1.56,835,1.0000,1.0000,1.0000,1.00000
GO:0006101,citrate metabolic process,14,0,1.68,836,1.0000,1.0000,1.0000,1.00000
GO:0006102,isocitrate metabolic process,2,0,0.24,837,1.0000,1.0000,1.0000,1.00000
GO:0006104,succinyl-CoA metabolic process,1,0,0.12,838,1.0000,1.0000,1.0000,1.00000
GO:0006106,fumarate metabolic process,1,0,0.12,839,1.0000,1.0000,1.0000,1.00000
GO:0006108,malate metabolic process,3,0,0.36,840,1.0000,1.0000,1.0000,1.00000
GO:0006109,regulation of carbohydrate metabolic pro...,1,0,0.12,841,1.0000,1.0000,1.0000,1.00000
GO:0006111,regulation of gluconeogenesis,1,0,0.12,842,1.0000,1.0000,1.0000,1.00000
GO:0006112,energy reserve metabolic process,7,0,0.84,843,1.0000,1.0000,1.0000,1.00000
GO:0006119,oxidative phosphorylation,7,0,0.84,844,1.0000,1.0000,1.0000,1.00000
GO:0006120,mitochondrial electron transport NADH t...,2,0,0.24,845,1.0000,1.0000,1.0000,1.00000
GO:0006122,mitochondrial electron transport ubiqui...,3,0,0.36,846,1.0000,1.0000,1.0000,1.00000
GO:0006144,purine nucleobase metabolic process,6,0,0.72,847,1.0000,1.0000,1.0000,1.00000
GO:0006145,purine nucleobase catabolic process,2,0,0.24,848,1.0000,1.0000,1.0000,1.00000
GO:0006147,guanine catabolic process,2,0,0.24,849,1.0000,1.0000,1.0000,1.00000
GO:0006152,purine nucleoside catabolic process,1,0,0.12,850,1.0000,1.0000,1.0000,1.00000
GO:0006165,nucleoside diphosphate phosphorylation,16,0,1.92,851,1.0000,1.0000,1.0000,1.00000
GO:0006166,purine ribonucleoside salvage,2,0,0.24,852,1.0000,1.0000,1.0000,1.00000
GO:0006168,adenine salvage,1,0,0.12,853,1.0000,1.0000,1.0000,1.00000
GO:0006171,cAMP biosynthetic process,2,0,0.24,854,1.0000,1.0000,1.0000,1.00000
GO:0006172,ADP biosynthetic process,1,0,0.12,855,1.0000,1.0000,1.0000,1.00000
GO:0006177,GMP biosynthetic process,1,0,0.12,856,1.0000,1.0000,1.0000,1.00000
GO:0006182,cGMP biosynthetic process,12,0,1.44,857,1.0000,1.0000,1.0000,1.00000
GO:0006183,GTP biosynthetic process,7,0,0.84,858,1.0000,1.0000,1.0000,1.00000
