Group	Genes	Taxa	IDs
ORTHOMCL28647	2	1	pdam_00011987-RA(PocilloporaDamicornis) pdam_00011984-RA(PocilloporaDamicornis)
ORTHOMCL28652	2	1	pdam_00016057-RA(PocilloporaDamicornis) pdam_00016056-RA(PocilloporaDamicornis)
ORTHOMCL28655	2	1	pdam_00025403-RA(PocilloporaDamicornis) pdam_00009370-RA(PocilloporaDamicornis)
ORTHOMCL28664	2	1	pdam_00003163-RA(PocilloporaDamicornis) pdam_00016459-RA(PocilloporaDamicornis)
ORTHOMCL28668	2	1	pdam_00017158-RA(PocilloporaDamicornis) pdam_00017159-RA(PocilloporaDamicornis)
ORTHOMCL28669	2	1	pdam_00001500-RA(PocilloporaDamicornis) pdam_00004307-RA(PocilloporaDamicornis)
ORTHOMCL28680	2	1	pdam_00025663-RA(PocilloporaDamicornis) pdam_00025660-RA(PocilloporaDamicornis)
ORTHOMCL28682	2	1	pdam_00005678-RA(PocilloporaDamicornis) pdam_00014651-RA(PocilloporaDamicornis)
ORTHOMCL28683	2	1	pdam_00017261-RA(PocilloporaDamicornis) pdam_00010009-RA(PocilloporaDamicornis)
ORTHOMCL28690	2	1	pdam_00024790-RA(PocilloporaDamicornis) pdam_00021816-RA(PocilloporaDamicornis)
ORTHOMCL28700	2	1	pdam_00000075-RA(PocilloporaDamicornis) pdam_00004732-RA(PocilloporaDamicornis)
ORTHOMCL28703	2	1	pdam_00019091-RA(PocilloporaDamicornis) pdam_00021075-RA(PocilloporaDamicornis)
ORTHOMCL28704	2	1	pdam_00008802-RA(PocilloporaDamicornis) pdam_00023082-RA(PocilloporaDamicornis)
ORTHOMCL28707	2	1	pdam_00020107-RA(PocilloporaDamicornis) pdam_00001968-RA(PocilloporaDamicornis)
ORTHOMCL28710	2	1	pdam_00024777-RA(PocilloporaDamicornis) pdam_00024779-RA(PocilloporaDamicornis)
ORTHOMCL28714	2	1	pdam_00010151-RA(PocilloporaDamicornis) pdam_00010153-RA(PocilloporaDamicornis)
ORTHOMCL28715	2	1	pdam_00022933-RA(PocilloporaDamicornis) pdam_00022931-RA(PocilloporaDamicornis)
ORTHOMCL28723	2	1	pdam_00014160-RA(PocilloporaDamicornis) pdam_00014158-RA(PocilloporaDamicornis)
ORTHOMCL28725	2	1	pdam_00016111-RA(PocilloporaDamicornis) pdam_00016112-RA(PocilloporaDamicornis)
ORTHOMCL28729	2	1	pdam_00017974-RA(PocilloporaDamicornis) pdam_00013991-RA(PocilloporaDamicornis)
ORTHOMCL28733	2	1	pdam_00018081-RA(PocilloporaDamicornis) pdam_00018079-RA(PocilloporaDamicornis)
ORTHOMCL28735	2	1	pdam_00015147-RA(PocilloporaDamicornis) pdam_00015146-RA(PocilloporaDamicornis)
ORTHOMCL28739	2	1	pdam_00010018-RA(PocilloporaDamicornis) pdam_00006729-RA(PocilloporaDamicornis)
ORTHOMCL28749	2	1	pdam_00005939-RA(PocilloporaDamicornis) pdam_00016510-RA(PocilloporaDamicornis)
ORTHOMCL28755	2	1	pdam_00024560-RA(PocilloporaDamicornis) pdam_00024559-RA(PocilloporaDamicornis)
ORTHOMCL28758	2	1	pdam_00007701-RA(PocilloporaDamicornis) pdam_00025262-RA(PocilloporaDamicornis)
ORTHOMCL28761	2	1	pdam_00011911-RA(PocilloporaDamicornis) pdam_00011912-RA(PocilloporaDamicornis)
ORTHOMCL28764	2	1	pdam_00011449-RA(PocilloporaDamicornis) pdam_00022142-RA(PocilloporaDamicornis)
ORTHOMCL28775	2	1	pdam_00007266-RA(PocilloporaDamicornis) pdam_00007267-RA(PocilloporaDamicornis)
ORTHOMCL28799	2	1	pdam_00025513-RA(PocilloporaDamicornis) pdam_00017401-RA(PocilloporaDamicornis)
ORTHOMCL28803	2	1	pdam_00022899-RA(PocilloporaDamicornis) pdam_00021140-RA(PocilloporaDamicornis)
ORTHOMCL28807	2	1	pdam_00022905-RA(PocilloporaDamicornis) pdam_00022808-RA(PocilloporaDamicornis)
ORTHOMCL28810	2	1	pdam_00013267-RA(PocilloporaDamicornis) pdam_00025429-RA(PocilloporaDamicornis)
