# BUSCO version is: 2.0.1 
# The lineage dataset is: metazoa_odb9 (Creation date: 2016-02-13, number of species: 65, number of BUSCOs: 978)
# To reproduce this run: python /nethome/rcunning/local/busco/BUSCO.py -i ../data/filter/pdam.fasta -o pdam -l /nethome/rcunning/local/busco/metazoa_odb9/ -m genome -c 15 --long -sp fly
#
# Busco id	Status	Contig	Start	End	Score	Length
EOG091G0SQV	Complete	SczhEnG_1805	323196	330440	164.7	110
EOG091G0SRJ	Complete	SczhEnG_2085	554796	557447	192.5	138
EOG091G0SRZ	Complete	SczhEnG_1047	280108	285652	215.3	129
EOG091G0SU6	Complete	SczhEnG_3050	41499	47433	271.5	188
EOG091G0SV1	Complete	SczhEnG_1285	42060	46435	221.3	126
EOG091G0T3D	Complete	SczhEnG_1726	69858	78798	202.1	203
EOG091G0T3X	Missing
EOG091G0T5O	Complete	SczhEnG_2422	262747	267896	188.3	185
EOG091G0T79	Complete	SczhEnG_624	114725	118523	141.6	146
EOG091G0TA6	Complete	SczhEnG_3433	548723	552673	235.6	194
EOG091G0TAC	Missing
EOG091G0TAU	Missing
EOG091G0TCJ	Complete	SczhEnG_4033	170325	180534	130.1	133
EOG091G0TKH	Complete	SczhEnG_992	526297	529765	133.0	103
EOG091G0TM2	Complete	SczhEnG_2844	1087571	1089028	76.7	64
EOG091G0TN4	Complete	SczhEnG_2662	122079	128770	149.5	115
EOG091G0TNU	Complete	SczhEnG_4195	312897	320258	188.5	101
EOG091G0TQF	Complete	SczhEnG_3234	147784	153148	219.4	125
EOG091G0TRW	Complete	SczhEnG_1221	147979	149807	167.9	112
EOG091G0TSE	Complete	SczhEnG_2712	515010	520513	149.0	104
EOG091G0TVG	Missing
EOG091G0TWR	Complete	SczhEnG_2250	417722	420910	158.1	82
EOG091G0TZ2	Complete	SczhEnG_2375	155399	161584	81.0	137
EOG091G0TZU	Missing
EOG091G0TZX	Complete	SczhEnG_830	18974	24208	246.2	134
EOG091G0U2U	Complete	SczhEnG_4111	117226	120752	171.2	136
EOG091G0U3W	Complete	SczhEnG_2745	17603	21207	151.6	225
EOG091G0U4B	Complete	SczhEnG_2028	17300	25752	113.8	157
EOG091G0U75	Complete	SczhEnG_276	528690	536338	287.5	181
EOG091G0UB5	Complete	SczhEnG_1415	97772	102914	188.6	111
EOG091G0UE6	Missing
EOG091G0UKA	Complete	SczhEnG_2175	308157	314236	233.5	122
EOG091G0UKP	Complete	SczhEnG_549	228650	232370	202.7	125
EOG091G0ULR	Complete	SczhEnG_10	586956	590754	214.6	175
EOG091G0UOM	Complete	SczhEnG_3973	347069	349229	121.7	114
EOG091G0UQ0	Missing
EOG091G0UQZ	Complete	SczhEnG_2226	367591	377315	187.5	122
EOG091G0UTL	Complete	SczhEnG_4089	63517	64998	122.7	106
EOG091G0UUT	Complete	SczhEnG_3973	428537	432040	188.2	176
EOG091G0UXY	Complete	SczhEnG_4281	20859	24573	161.7	157
EOG091G0UYL	Complete	SczhEnG_86	40760	47435	213.7	121
EOG091G0UZ0	Missing
EOG091G0V3C	Complete	SczhEnG_2522	299333	303023	155.5	113
EOG091G0VGJ	Complete	SczhEnG_2459	206029	210757	179.0	97
EOG091G0VIF	Fragmented	SczhEnG_2943	118125	119235	73.7	57
EOG091G0VMU	Complete	SczhEnG_3823	438852	448537	182.8	195
EOG091G0VNB	Complete	SczhEnG_4103	521698	527657	191.6	95
EOG091G0VQK	Complete	SczhEnG_2844	871845	880244	166.3	339
EOG091G0VSN	Complete	SczhEnG_1415	1548867	1553757	155.2	109
EOG091G0VSZ	Complete	SczhEnG_2313	118028	121660	160.7	93
EOG091G0VTN	Complete	SczhEnG_1760	41914	48878	159.9	113
EOG091G0VVZ	Missing
EOG091G0VWO	Complete	SczhEnG_532	280886	287653	135.2	98
EOG091G0VZF	Complete	SczhEnG_2844	867567	871562	168.5	96
EOG091G0W0U	Complete	SczhEnG_1067	192358	194668	83.7	85
EOG091G0W1S	Complete	SczhEnG_3132	26967	33733	200.9	100
EOG091G0W26	Complete	SczhEnG_2968	244343	253287	178.6	100
EOG091G0W2D	Complete	SczhEnG_2964	349805	356323	145.2	100
EOG091G0W5M	Complete	SczhEnG_2518	40023	46691	256.7	192
EOG091G0W6G	Complete	SczhEnG_2315	298013	303805	213.7	103
EOG091G0W86	Complete	SczhEnG_2967	12301	17050	61.4	110
EOG091G0W8V	Complete	SczhEnG_992	79157	84052	186.8	80
EOG091G0W96	Complete	SczhEnG_3823	261530	265687	148.2	85
EOG091G0WAL	Complete	SczhEnG_3253	32656	38161	272.5	160
EOG091G0WCB	Missing
EOG091G0WLL	Complete	SczhEnG_1673	229378	234640	194.9	111
EOG091G0WPV	Complete	SczhEnG_2986	223478	226824	118.3	99
EOG091G0WT4	Complete	SczhEnG_2085	790784	796960	174.7	90
EOG091G0WUF	Complete	SczhEnG_4006	121572	126920	81.9	57
EOG091G0WZ0	Complete	SczhEnG_4084	150451	155440	184.4	192
EOG091G0X1V	Complete	SczhEnG_3826	228413	231041	103.6	97
EOG091G0X1Z	Complete	SczhEnG_2175	272146	280666	140.1	78
EOG091G0X3B	Complete	SczhEnG_3644	89416	92478	131.6	93
EOG091G0X8F	Complete	SczhEnG_3381	414427	419398	220.7	126
EOG091G0XHF	Missing
EOG091G0XKP	Missing
EOG091G0XN1	Complete	SczhEnG_2993	281802	290244	112.6	76
EOG091G0XQ3	Complete	SczhEnG_4080	385122	387356	158.9	144
EOG091G0XRQ	Complete	SczhEnG_1582	144285	147338	128.6	129
EOG091G0XVD	Complete	SczhEnG_3783	259814	262046	138.0	95
EOG091G0XXE	Missing
EOG091G0XXM	Complete	SczhEnG_1813	80162	84826	111.1	83
EOG091G0XYP	Complete	SczhEnG_310	617373	622038	121.5	114
EOG091G0XZC	Complete	SczhEnG_226	33041	38414	196.9	142
EOG091G0Y05	Missing
EOG091G0Y09	Complete	SczhEnG_3058	629237	633383	187.1	118
EOG091G0Y35	Complete	SczhEnG_354	184154	188593	119.8	90
EOG091G0Y6M	Complete	SczhEnG_2978	608873	614478	135.7	98
EOG091G0Y96	Complete	SczhEnG_3796	385865	394145	82.2	76
EOG091G0YBP	Complete	SczhEnG_1673	246740	249458	62.3	74
EOG091G0YCT	Complete	SczhEnG_1654	24366	29652	141.8	88
EOG091G0YHX	Complete	SczhEnG_1030	963691	969028	191.5	99
EOG091G0YK9	Missing
EOG091G0YP6	Complete	SczhEnG_3341	159154	161579	136.0	91
EOG091G0YU6	Complete	SczhEnG_4171	5671	6887	172.2	90
EOG091G0YUO	Complete	SczhEnG_4117	82346	90932	46.5	93
EOG091G0YVI	Missing
EOG091G0YY3	Complete	SczhEnG_2243	456611	462106	64.4	99
EOG091G0YYA	Complete	SczhEnG_3904	23862	30127	150.0	128
EOG091G0YZ0	Complete	SczhEnG_2085	628301	630128	101.0	86
EOG091G0Z43	Complete	SczhEnG_276	27012	33135	89.3	57
EOG091G0Z4E	Complete	SczhEnG_254	452688	457103	189.8	116
EOG091G0Z6N	Complete	SczhEnG_3433	215213	218843	173.9	89
EOG091G0Z6Z	Complete	SczhEnG_558	66187	73733	117.8	84
EOG091G0Z7J	Complete	SczhEnG_164	23589	29741	53.1	340
EOG091G0ZDR	Complete	SczhEnG_1137	507319	513166	189.0	117
EOG091G0ZEJ	Complete	SczhEnG_2315	29077	30987	115.0	128
EOG091G0ZLI	Missing
EOG091G0ZLQ	Complete	SczhEnG_1706	45806	49163	153.1	116
EOG091G0ZNH	Missing
EOG091G0ZRG	Complete	SczhEnG_929	101481	105546	233.7	127
EOG091G0ZTA	Complete	SczhEnG_4106	537636	545105	192.8	168
EOG091G0ZUA	Complete	SczhEnG_4084	164815	171170	151.6	101
EOG091G0ZWE	Complete	SczhEnG_3482	47056	49239	184.7	95
EOG091G105E	Complete	SczhEnG_229	20324	23589	155.1	111
EOG091G107U	Complete	SczhEnG_3381	198041	201581	142.4	79
EOG091G1081	Missing
EOG091G10CG	Complete	SczhEnG_3831	551539	555966	157.3	77
EOG091G10FG	Complete	SczhEnG_2106	22252	28139	131.8	74
EOG091G10IX	Complete	SczhEnG_1813	61343	65411	192.9	107
EOG091G10MO	Complete	SczhEnG_310	397013	398652	97.2	95
EOG091G10O5	Complete	SczhEnG_2600	1881	15689	496.2	319
EOG091G10SA	Complete	SczhEnG_1021	3979	5655	125.7	75
EOG091G10SJ	Complete	SczhEnG_2729	31740	40678	86.5	65
EOG091G112U	Complete	SczhEnG_3433	1224916	1227042	129.8	89
EOG091G113O	Missing
EOG091G1144	Complete	SczhEnG_2175	663140	668258	77.2	67
EOG091G114S	Complete	SczhEnG_2035	247459	251268	111.9	54
EOG091G115J	Complete	SczhEnG_4012	181412	188174	170.1	146
EOG091G116R	Complete	SczhEnG_4068	60142	62426	118.2	71
EOG091G11CG	Complete	SczhEnG_3880	107186	112143	157.9	78
EOG091G11CO	Complete	SczhEnG_874	345715	360648	686.4	394
EOG091G11IM	Complete	SczhEnG_1298	52550	55210	137.2	112
EOG091G11O6	Complete	SczhEnG_1114	47693	51696	177.8	89
EOG091G11OU	Complete	SczhEnG_3257	855653	862498	146.0	105
EOG091G11PB	Complete	SczhEnG_4084	325435	336420	478.5	397
EOG091G11QL	Complete	SczhEnG_246	700841	704925	119.8	66
EOG091G126L	Complete	SczhEnG_624	224871	227092	158.5	89
EOG091G126R	Complete	SczhEnG_2745	924365	926733	177.6	89
EOG091G1285	Complete	SczhEnG_1944	21107	26036	80.4	55
EOG091G12A5	Missing
EOG091G1311	Complete	SczhEnG_3802	28150	34411	115.8	64
EOG091G132G	Complete	SczhEnG_624	499936	507040	334.1	283
EOG091G134K	Complete	SczhEnG_789	469660	472211	181.2	96
EOG091G13IJ	Complete	SczhEnG_3574	45013	53217	616.1	322
EOG091G13NA	Complete	SczhEnG_1188	18297	24037	173.8	98
EOG091G13P1	Complete	SczhEnG_3389	26057	31694	324.3	292
EOG091G13XF	Complete	SczhEnG_929	333812	335743	94.4	49
EOG091G141O	Missing
EOG091G1422	Complete	SczhEnG_2160	377698	382261	177.0	114
EOG091G1467	Complete	SczhEnG_1067	385	4887	218.6	226
EOG091G146E	Complete	SczhEnG_2791	616742	620956	105.9	57
EOG091G14DH	Complete	SczhEnG_4103	108353	109513	81.6	80
EOG091G1549	Complete	SczhEnG_1654	21916	25074	51.0	70
EOG091G15HS	Complete	SczhEnG_3058	729661	733327	192.2	160
EOG091G15HV	Complete	SczhEnG_254	344116	348556	100.8	85
EOG091G15KV	Fragmented	SczhEnG_1121	487653	490821	47.7	62
EOG091G15N9	Complete	SczhEnG_2781	96924	100983	127.1	86
EOG091G15XS	Complete	SczhEnG_3904	48289	49252	92.8	65
EOG091G15XZ	Complete	SczhEnG_3253	426842	428298	145.2	73
EOG091G167Y	Complete	SczhEnG_1092	63346	65511	130.2	89
EOG091G16EY	Complete	SczhEnG_3441	164341	172565	124.3	105
EOG091G1757	Complete	SczhEnG_2419	128359	133961	76.1	84
EOG091G17I3	Missing
EOG091G17J4	Complete	SczhEnG_3409	51706	56774	113.5	80
EOG091G17K3	Missing
EOG091G1817	Complete	SczhEnG_666	58174	70378	483.6	440
EOG091G184V	Complete	SczhEnG_3825	86044	89882	80.5	115
EOG091G18B1	Complete	SczhEnG_142	315090	317763	85.5	74
EOG091G18BK	Complete	SczhEnG_1464	2915	8084	99.2	102
EOG091G18YA	Complete	SczhEnG_1726	519641	522941	57.5	72
EOG091G18Z5	Missing
EOG091G197A	Complete	SczhEnG_2053	12446	17237	178.7	100
EOG091G19WY	Complete	SczhEnG_3549	191885	195262	178.1	95
EOG091G19Y2	Missing
EOG091G1A1V	Missing
EOG091G1A3H	Missing
EOG091G1AP6	Complete	SczhEnG_3492	54636	57684	165.6	123
EOG091G1BQN	Missing
EOG091G1CLN	Complete	SczhEnG_4124	150141	153394	75.9	48
