Spis3477	GO:0008094
Spis3096	GO:0055114
Spis21778	GO:0009058, GO:0009396, GO:0016874
Spis8979	GO:0006468
Spis3097	GO:0055114
Spis3098	GO:0016020
Spis24261	GO:0055114
Spis17516	GO:0016787
Spis3099	GO:0042981
Spis24262	GO:0043565
Spis12930	GO:0005509
Spis24263	GO:0060828
Spis17518	GO:0046872
Spis24264	GO:0007264
Spis17519	GO:0003677, GO:0045893
Spis12932	GO:0005509
Spis24265	GO:0006468, GO:0016020
Spis12933	GO:0005509
Spis24266	GO:0042981
Spis12934	GO:0005509
Spis6880	GO:0007034
Spis24267	GO:0042981
Spis6881	GO:0003824, GO:0008483, GO:0030170
Spis1416	GO:0005515, GO:0016020
Spis12937	GO:0005509
Spis1417	GO:0005515, GO:0016020
Spis6883	GO:0005515
Spis6884	GO:0005515, GO:0016020
Spis15420	GO:0005515, GO:0005622, GO:0008270
Spis12939	GO:0005509
Spis15421	GO:0055085
Spis6886	GO:0005515
Spis15422	GO:0055085
Spis6887	GO:0005515
Spis15423	GO:0055085
Spis6888	GO:0055085
Spis9370	GO:0016020
Spis22170	GO:0003676, GO:0015074
Spis15425	GO:0005515
Spis9371	GO:0007018, GO:0008017
Spis9372	GO:0003726, GO:0006396
Spis22172	GO:0008270
Spis9373	GO:0016020
Spis15428	GO:0005515
Spis10841	GO:0003676
Spis9374	GO:0005515, GO:0008168
Spis22174	GO:0003676, GO:0008270
Spis9375	GO:0005515
Spis22176	GO:0003676, GO:0015074
Spis10844	GO:0005509
Spis9377	GO:0007165, GO:0009116
Spis4790	GO:0003677, GO:0090544
Spis9378	GO:0009116
Spis4791	GO:0005488, GO:0005634
Spis22178	GO:0005515, GO:0006468
Spis10846	GO:0004379, GO:0006499
Spis10847	GO:0016020
Spis10848	GO:0003676, GO:0015074
Spis4794	GO:0005515
Spis250	GO:0005515, GO:0016020
Spis13330	GO:0016746
Spis13331	GO:0055114
Spis252	GO:0003676
Spis13332	GO:0016559
Spis4797	GO:0005515, GO:0008017
Spis253	GO:0008270
Spis4798	GO:0005525
Spis13334	GO:0005515
Spis4799	GO:0005515, GO:0008270
Spis13335	GO:0055114
Spis256	GO:0003676
Spis20081	GO:0005515
Spis7282	GO:0005515, GO:0009615
Spis257	GO:0008270
Spis13337	GO:0003676, GO:0005515, GO:0008270
Spis7283	GO:0004674, GO:0006468
Spis258	GO:0003676, GO:0015074
Spis20083	GO:0005515
Spis13338	GO:0055114
Spis7284	GO:0005515
Spis13339	GO:0032259
Spis7285	GO:0004518, GO:0006281
Spis20085	GO:0055114
Spis7286	GO:0003676, GO:0008270, GO:0015074
Spis20086	GO:0005515
Spis5600	GO:0008270
Spis5601	GO:0004518
Spis11240	GO:0004518
Spis11241	GO:0003676, GO:0046983
Spis5604	GO:0055114
Spis5606	GO:0016020
Spis23871	GO:0003676, GO:0008270, GO:0015074
Spis5607	GO:0005525
Spis5190	GO:0003676, GO:0008270, GO:0015074
Spis23872	GO:0005515
Spis11245	GO:0030422
Spis5608	GO:0005515, GO:0055085
Spis23873	GO:0005515, GO:0008270
Spis5609	GO:0006508, GO:0008237, GO:0008270
Spis23874	GO:0006468, GO:0016020
Spis11247	GO:0003676
Spis5193	GO:0003676, GO:0003677, GO:0015074
Spis23875	GO:0003676
Spis19611	GO:0050909, GO:0050912
Spis11248	GO:0005509
Spis23876	GO:0005524, GO:0006468, GO:0035556
Spis19612	GO:0050909, GO:0055114
Spis19613	GO:0050909, GO:0050912
Spis23878	GO:0016491
Spis19614	GO:0005515, GO:0005524, GO:0006468
Spis5197	GO:0005515
Spis5199	GO:0008270
Spis3510	GO:0032580
Spis3511	GO:0003676, GO:0015074
Spis3512	GO:0006508
Spis19619	GO:0006468
Spis3513	GO:0005515, GO:0016021, GO:0016500
Spis8980	GO:0005515, GO:0005524, GO:0006468
Spis8981	GO:0005975, GO:0016810
Spis3516	GO:0005515
Spis21781	GO:0016592
Spis8982	GO:0016787, GO:0046872
Spis21782	GO:0042254
Spis8983	GO:0016491
Spis3518	GO:0005515, GO:0050808
Spis8984	GO:0016787
Spis6000	GO:0003676, GO:0005515, GO:0008270, GO:0015074, GO:0016021
Spis3519	GO:0005515
Spis21784	GO:0004518, GO:0008270
Spis8985	GO:0016787, GO:0046872
Spis6001	GO:0016021
Spis21785	GO:0008234
Spis8986	GO:0003676, GO:0008270
Spis6002	GO:0016021
Spis17522	GO:0005509, GO:0007264, GO:0035556
Spis8987	GO:0005509
Spis6003	GO:0016021
Spis21787	GO:0006508
Spis17523	GO:0008152, GO:0009072
Spis8988	GO:0005509
Spis6004	GO:0016021
Spis21788	GO:0006508, GO:0006956
Spis17524	GO:0005524, GO:0006468, GO:0016020
Spis6005	GO:0005515
Spis21789	GO:0004867, GO:0005515
Spis17525	GO:0005856
Spis6006	GO:0016020, GO:0055114
Spis24271	GO:0003676
Spis6007	GO:0007018, GO:0008017
Spis24272	GO:0005515, GO:0043531
Spis17527	GO:0006470, GO:0016311, GO:0016791
Spis12940	GO:0005201
Spis1420	GO:0005515, GO:0016020
Spis6008	GO:0005515
Spis24273	GO:0005515
Spis17528	GO:0007165
Spis1421	GO:0045454
Spis17529	GO:0006810, GO:0015031, GO:0030117, GO:0030122
Spis12942	GO:0003676
Spis1422	GO:0045454
Spis1423	GO:0009116
Spis24276	GO:0016021
Spis12944	GO:0003676, GO:0006139
Spis1424	GO:0016768
Spis6890	GO:0003676, GO:0006355
Spis12945	GO:0005525, GO:0007264
Spis1425	GO:0005515
Spis6891	GO:0003676, GO:0006355, GO:0006508
Spis1426	GO:0005515
Spis6893	GO:0003676
Spis12948	GO:0005515, GO:0008270, GO:0042981
Spis1428	GO:0003676, GO:0005515, GO:0008270, GO:0015074
Spis15430	GO:0003676, GO:0003677, GO:0006313
Spis6895	GO:0003676, GO:0015074
Spis15431	GO:0005515
Spis6896	GO:0005515
Spis15432	GO:0003676, GO:0015074
Spis6897	GO:0008289
Spis6898	GO:0007155, GO:0016020
Spis15434	GO:0008270
Spis9380	GO:0007165, GO:0008270
Spis6899	GO:0005515
Spis15435	GO:0005515
Spis9381	GO:0005515, GO:0044458
Spis22181	GO:0005201
Spis15436	GO:0003676
Spis9382	GO:0005515
Spis22182	GO:0005201
Spis15437	GO:0004518, GO:0008270
Spis9383	GO:0005525
Spis22183	GO:0003676, GO:0005201
Spis15438	GO:0005515
Spis10851	GO:0005524, GO:0006281
Spis22184	GO:0003676
Spis15439	GO:0016021
Spis10852	GO:0005524
Spis9385	GO:0009116
Spis10853	GO:0008270
Spis9386	GO:0007165
Spis22186	GO:0003676, GO:0008270, GO:0015074
Spis9388	GO:0005515, GO:0009435
Spis22188	GO:0020037
Spis7700	GO:0006508, GO:0008237
Spis22189	GO:0008270
Spis20500	GO:0030246
Spis10857	GO:0016787, GO:0046872
Spis7701	GO:0005515, GO:0016020
Spis20501	GO:0030246
Spis10858	GO:0003676
Spis260	GO:0003676, GO:0046983
Spis20502	GO:0030246
Spis10859	GO:0016021
Spis261	GO:0003676, GO:0005524, GO:0008270, GO:0015074
Spis20503	GO:0007018
Spis20504	GO:0050482
Spis13342	GO:0006412
Spis263	GO:0003676, GO:0015074
Spis20506	GO:0031571
Spis13344	GO:0007165, GO:0031683
Spis7707	GO:0006529
Spis7290	GO:0003824, GO:0016787
Spis20090	GO:0005515
Spis13345	GO:0005515
Spis7708	GO:0003676, GO:0003723
Spis7291	GO:0003824, GO:0016787
Spis266	GO:0005515, GO:0016020
Spis20508	GO:0003676
Spis13346	GO:0005515
Spis7709	GO:0008083
Spis267	GO:0005576
Spis269	GO:0003682, GO:0008168, GO:0008270, GO:0090116
Spis7295	GO:0005515
Spis7297	GO:0016021
Spis7298	GO:0005509
Spis20098	GO:0006468
Spis7299	GO:0005509
Spis5610	GO:0003676, GO:0006355
Spis20099	GO:0006468
Spis5611	GO:0005525
Spis5612	GO:0003676, GO:0005515
Spis5613	GO:0006508, GO:0016020
Spis11251	GO:0016020
Spis5614	GO:0006508, GO:0006783
Spis11252	GO:0016020
Spis5615	GO:0005515, GO:0005856, GO:0070830
Spis5616	GO:0005515
Spis11254	GO:0016021, GO:0016192
Spis23882	GO:0005524
Spis11255	GO:0005515, GO:0006468, GO:0007165, GO:0007264
Spis5618	GO:0006508, GO:0016020
Spis23883	GO:0004842
Spis11256	GO:0016887
Spis5619	GO:0016491, GO:0055114
Spis8101	GO:0016192
Spis19621	GO:0003676
Spis11258	GO:0006887
Spis8102	GO:0005515, GO:0043087
Spis19622	GO:0003676, GO:0005524, GO:0006468
Spis11259	GO:0006396
Spis8103	GO:0003676
Spis23887	GO:0005509
Spis8104	GO:0016021, GO:0019902
Spis8105	GO:0016021
Spis8106	GO:0005515, GO:0016021
Spis19626	GO:0005524, GO:0006468
Spis3520	GO:0051015
Spis3521	GO:0051015
Spis19628	GO:0006468
Spis3522	GO:0005509
Spis3523	GO:0016757
Spis3525	GO:0016021
Spis21790	GO:0005085
Spis3526	GO:0006355, GO:0046983
Spis3527	GO:0046983
Spis3528	GO:0006508, GO:0008233
Spis21793	GO:0004518, GO:0008270
Spis3529	GO:0016021
Spis6011	GO:0005515, GO:0018342
Spis17531	GO:0005524, GO:0006468
Spis8996	GO:0005515, GO:0016020
Spis6012	GO:0005515
Spis6013	GO:0003824, GO:0004587, GO:0030170
Spis17533	GO:0003676
Spis8998	GO:0003676, GO:0006353, GO:0015074
Spis6014	GO:0055085
Spis17535	GO:0005525
Spis6016	GO:0055114
Spis24281	GO:0008138, GO:0016311, GO:0016791
Spis17536	GO:0055114
Spis17537	GO:0016021, GO:0055114
Spis12950	GO:0005515, GO:0008270, GO:0046330
Spis1430	GO:0005515
Spis17538	GO:0005515, GO:0051252, GO:2000813
Spis12951	GO:0005515, GO:0008270, GO:0042981
Spis1431	GO:0005515
Spis6019	GO:0032481, GO:0035438
Spis12952	GO:0005515
Spis1432	GO:0005515
Spis24285	GO:0005515
Spis12953	GO:0003676, GO:0005515, GO:0015074
Spis1433	GO:0003676, GO:0046983
Spis24286	GO:0005515
Spis12954	GO:0006461
Spis24287	GO:0051607
Spis12955	GO:0005515
Spis24288	GO:0005509
Spis12956	GO:0045454, GO:0055114
Spis1436	GO:0016768
Spis9800	GO:0005515, GO:0070588
Spis22600	GO:0005515
Spis12957	GO:0005509, GO:0008081, GO:0035556
Spis9801	GO:0006810
Spis22601	GO:0003824, GO:0006281, GO:0008094, GO:0016829, GO:0045239
Spis1438	GO:0005515
Spis22602	GO:0005509, GO:0005524, GO:0006807, GO:0007155, GO:0016021, GO:0046872, GO:0051536
Spis15440	GO:0005515
Spis12959	GO:0000287, GO:0005975, GO:0016868, GO:0071704
Spis9803	GO:0005524, GO:0006468, GO:0007165, GO:0042981
Spis22603	GO:0005622, GO:0016743, GO:0043140, GO:0044237
Spis9804	GO:0005515
Spis22604	GO:0009058, GO:0016887
Spis9805	GO:0003676, GO:0015074
Spis9806	GO:0003677, GO:0005515, GO:0015074
Spis9807	GO:0005515, GO:0015986
Spis9390	GO:0048208
Spis22190	GO:0005515
Spis22191	GO:0016567
Spis15446	GO:0003676
Spis22192	GO:0005509, GO:0005524
Spis10860	GO:0046872
Spis9393	GO:0006468
Spis10861	GO:0005515
Spis9394	GO:0016020, GO:0016746
Spis15449	GO:0008270
Spis9395	GO:0005488
Spis22195	GO:0005515, GO:0005524, GO:0006468
Spis10863	GO:0016020
Spis9396	GO:0016021
Spis10864	GO:0005515
Spis22198	GO:0005509
Spis10866	GO:0055114
Spis7710	GO:0016887, GO:0055085, GO:0055114
Spis20510	GO:0051082
Spis10867	GO:0008168, GO:0017183
Spis7711	GO:0005856
Spis20511	GO:0006464
Spis10868	GO:0003676, GO:0003723, GO:0005524, GO:0006468
Spis7712	GO:0005525, GO:0007264
Spis270	GO:0006468, GO:0016020, GO:0038062
Spis20512	GO:0005525
Spis10869	GO:0005515
Spis7714	GO:0005524
Spis272	GO:0003824, GO:0030170
Spis20514	GO:0005515
Spis7715	GO:0005515
Spis273	GO:0005515
Spis20515	GO:0005515, GO:0016021
Spis274	GO:0007264
Spis13354	GO:0005524, GO:0006468
Spis275	GO:0003677, GO:0043565
Spis276	GO:0006468
Spis7719	GO:0055114
Spis277	GO:0005515
Spis23000	GO:0005515, GO:0016020
Spis13357	GO:0016020
Spis278	GO:0055085, GO:0070588
Spis23001	GO:0003676, GO:0004518
Spis279	GO:0003676, GO:0005201
Spis23002	GO:0003676
Spis23004	GO:0016021
Spis23006	GO:0003676, GO:0008270
Spis5621	GO:0005515
Spis23008	GO:0005524
Spis5622	GO:0016491, GO:0055114
Spis23009	GO:0007088, GO:0008017
Spis11260	GO:0005509, GO:0005578
Spis11261	GO:0016311, GO:0016791, GO:0046872
Spis5624	GO:0005524, GO:0006468, GO:0018108, GO:0051092
Spis11262	GO:0007264, GO:0016021
Spis11263	GO:0005515
Spis23891	GO:0003676
Spis5627	GO:0003824, GO:0006564
Spis23892	GO:0004518
Spis23893	GO:0005515
Spis11266	GO:0034508
Spis8110	GO:0003824, GO:0016740, GO:0030170
Spis5629	GO:0003676, GO:0008168
Spis23894	GO:0005515, GO:0042981
Spis19630	GO:0003676
Spis23895	GO:0005515
Spis11268	GO:0030154
Spis8112	GO:0003824, GO:0016740, GO:0020037, GO:0030170
Spis19632	GO:0016021
Spis11269	GO:0042254
Spis8113	GO:0020037
Spis19633	GO:0005488
Spis23898	GO:0005524, GO:0006281
Spis23899	GO:0003676, GO:0008408
Spis19636	GO:0015074
Spis3531	GO:0003676, GO:0015074
Spis8119	GO:0016593
Spis3532	GO:0016021
Spis3533	GO:0032580
Spis3534	GO:0055114
Spis3535	GO:0016021
Spis3538	GO:0016020
Spis6020	GO:0032481, GO:0035438
Spis3539	GO:0005813
Spis24702	GO:0005515, GO:0043531
Spis6021	GO:0032481, GO:0035438
Spis24703	GO:0006508, GO:0016486
Spis17541	GO:0035556
Spis6022	GO:0032481
Spis24704	GO:0016020
Spis17542	GO:0006744
Spis24705	GO:0003677, GO:0005509, GO:0005578
Spis6024	GO:0032481, GO:0035438
Spis24706	GO:0003676, GO:0015074
Spis6025	GO:0032481
Spis24290	GO:0005525
Spis17545	GO:0008270
Spis6026	GO:0032481, GO:0035438
Spis17546	GO:0016787
Spis6027	GO:0008152
Spis24709	GO:0005515
Spis1440	GO:0035023
Spis24293	GO:0000166, GO:0016021, GO:0016887
Spis17548	GO:0016787
Spis12961	GO:0003824, GO:0004553
Spis6029	GO:0005524, GO:0006468
Spis17549	GO:0016787
Spis1445	GO:0005515, GO:0016598
Spis12966	GO:0005524, GO:0016817
Spis22610	GO:0003676
Spis1447	GO:0055114
Spis15450	GO:0005524, GO:0006468
Spis12969	GO:0016020
Spis9813	GO:0005515
Spis15451	GO:0051607
Spis15452	GO:0004518
Spis9815	GO:0005509
Spis9816	GO:0008168
Spis22616	GO:0005515, GO:0016021
Spis15454	GO:0006468
Spis9818	GO:0051861
Spis22618	GO:0005201
Spis9819	GO:0071805
Spis25100	GO:0006096
Spis15457	GO:0003676
Spis10870	GO:0006508, GO:0008270
Spis10871	GO:0003677, GO:0005634, GO:0006334, GO:0006352, GO:0046982
Spis10872	GO:0003677, GO:0006334, GO:0046982
Spis25103	GO:0016020
Spis10873	GO:0003677, GO:0005634, GO:0006334, GO:0006352, GO:0046982
Spis10874	GO:0003677, GO:0006334, GO:0046982
Spis25106	GO:0004842
Spis25107	GO:0003824, GO:0016020, GO:0046872
Spis10877	GO:0008017
Spis7721	GO:0003824
Spis25108	GO:0004842
Spis20521	GO:0055085
Spis10878	GO:0003676, GO:0046872
Spis7722	GO:0005515, GO:0036459
Spis280	GO:0007130
Spis20522	GO:0055085
Spis10879	GO:0003824, GO:0030170
Spis281	GO:0031625
Spis20523	GO:0055085
Spis282	GO:0006355
Spis20524	GO:0005515
Spis13362	GO:0005856
Spis7725	GO:0016491
Spis283	GO:0003676
Spis20525	GO:0005488, GO:0008536
Spis13363	GO:0005515, GO:0005856, GO:0016459
Spis20526	GO:0003676, GO:0008152
Spis13365	GO:0016020, GO:0016887, GO:0055085
Spis7728	GO:0005515
Spis286	GO:0055085
Spis20528	GO:0005515, GO:0005852
Spis13366	GO:0000266, GO:0005515
Spis287	GO:0055085
Spis23010	GO:0007088, GO:0008017
Spis13367	GO:0003677, GO:0043565
Spis288	GO:0055085
Spis23011	GO:0005515
Spis13368	GO:0005488, GO:0005515, GO:0008565
Spis289	GO:0016021
Spis23012	GO:0003676
Spis23014	GO:0006508
Spis23016	GO:0005509, GO:0005515
Spis5630	GO:0005515
Spis5631	GO:0005515
Spis23019	GO:0005515
Spis11270	GO:0005515, GO:0016459
Spis11271	GO:0016021
Spis5634	GO:0003676
Spis5637	GO:0005975, GO:0030246
Spis11275	GO:0006468
Spis11276	GO:0003968
Spis11277	GO:0003968
Spis19641	GO:0016021
Spis11278	GO:0003968
Spis11279	GO:0003968
Spis8123	GO:0046654
Spis8124	GO:0005515, GO:0006355
Spis19645	GO:0007186, GO:0016021
Spis8126	GO:0016857
Spis3540	GO:0005201
Spis19647	GO:0003676, GO:0015074
Spis8128	GO:0061630
Spis3541	GO:0003824
Spis19648	GO:0003796, GO:0005509
Spis8129	GO:0045944, GO:0046983
Spis19649	GO:0004518, GO:0008270
Spis3543	GO:0005975
Spis3544	GO:0005509
Spis3546	GO:0036374
Spis24711	GO:0004518, GO:0005515
Spis6030	GO:0005515
Spis3549	GO:0006351
Spis17550	GO:0016020, GO:0016021
Spis6031	GO:0005975, GO:0008061
Spis24713	GO:0003676, GO:0015074
Spis17551	GO:0016020, GO:0016021
Spis17552	GO:0016020
Spis6033	GO:0003676, GO:0005515, GO:0006355
Spis6034	GO:0051015
Spis24716	GO:0005975, GO:0055114
Spis6035	GO:0005515
Spis6036	GO:0051015
Spis24718	GO:0016301, GO:0016773, GO:0016798
Spis24719	GO:0005515
Spis17557	GO:0003676, GO:0005576, GO:0016020
Spis12970	GO:0016020
Spis1450	GO:0005515, GO:0005524, GO:0006468
Spis6038	GO:0005515
Spis17558	GO:0005515
Spis12971	GO:0016020
Spis1451	GO:0005515
Spis6039	GO:0015629, GO:0051015
Spis17559	GO:0005515
Spis12972	GO:0055114
Spis1453	GO:0006508
Spis12974	GO:0055085
Spis1454	GO:0019902
Spis12975	GO:0020037, GO:0042128, GO:0055114
Spis12976	GO:0005509, GO:0005515, GO:0005524, GO:0006468
Spis9820	GO:0005515
Spis9821	GO:0007010, GO:0051015
Spis1458	GO:0007018, GO:0016887, GO:0030286
Spis9822	GO:0005515
Spis22622	GO:0005201
Spis15460	GO:0005524, GO:0006468
Spis9823	GO:0005515, GO:0016020
Spis9824	GO:0005515, GO:0016020
Spis22624	GO:0005201
Spis9825	GO:0000160, GO:0016020, GO:0055085
Spis22625	GO:0016020
Spis22626	GO:0003676
Spis15465	GO:0005515
Spis9828	GO:0006231
Spis15466	GO:0016020, GO:0055085
Spis10880	GO:0017176
Spis25111	GO:0016021
Spis15468	GO:0016020
Spis10881	GO:0016021
Spis700	GO:0003824
Spis25112	GO:0005524
Spis10882	GO:0003677, GO:0005634, GO:0006334, GO:0006352, GO:0046982
Spis701	GO:0005743, GO:0055085
Spis10883	GO:0003677, GO:0006334, GO:0046982
Spis702	GO:0035091
Spis25114	GO:0003676, GO:0004553, GO:0006260, GO:0019867
Spis10884	GO:0003677, GO:0046982
Spis703	GO:0016021
Spis25115	GO:0005524, GO:0006468
Spis704	GO:0005515
Spis25116	GO:0015031
Spis10886	GO:0003676, GO:0046872
Spis10887	GO:0005509
Spis10888	GO:0005509
Spis290	GO:0005515
Spis13370	GO:0006413
Spis10889	GO:0005515
Spis7733	GO:0005515
Spis708	GO:0005515, GO:0051087
Spis291	GO:0045892
Spis13371	GO:0005515
Spis7734	GO:0046983
Spis709	GO:0005515
Spis292	GO:0001106, GO:0016747, GO:0051082
Spis7735	GO:0005515, GO:0005856, GO:0006470, GO:0016311, GO:0016791
Spis293	GO:0016758
Spis13373	GO:0070403
Spis294	GO:0016758
Spis13374	GO:0005515
Spis7737	GO:0008270
Spis295	GO:0005524, GO:0006401
Spis20537	GO:0008146
Spis13376	GO:0003676, GO:0015074
Spis297	GO:0008289
Spis23020	GO:0005509, GO:0005578
Spis13377	GO:0005515
Spis23021	GO:0005515
Spis23023	GO:0005524, GO:0006468
Spis23026	GO:0071805
Spis5640	GO:0006810, GO:0015031, GO:0030117
Spis5641	GO:0005975, GO:0006013, GO:0030246
Spis23028	GO:0005509, GO:0005578
Spis23029	GO:0009116
Spis11280	GO:0003968, GO:0004518
Spis5643	GO:0016462
Spis11281	GO:0003968
Spis11282	GO:0003968
Spis5645	GO:0004222, GO:0006508, GO:0008237
Spis11283	GO:0006508
Spis5646	GO:0006508, GO:0008237
Spis5647	GO:0005515, GO:0006508, GO:0008237
Spis11285	GO:0005515
Spis5648	GO:0016021
Spis11286	GO:0016491
Spis8130	GO:0005515, GO:0006396
Spis5649	GO:0003676
Spis19650	GO:0003676, GO:0046983
Spis11287	GO:0009063, GO:0050023
Spis19651	GO:0005524
Spis11288	GO:0050023
Spis8132	GO:0008270
Spis19652	GO:0016021
Spis11289	GO:0005515
Spis19653	GO:0005515, GO:0046872
Spis19654	GO:0005524, GO:0051082
Spis8136	GO:0008236
Spis3550	GO:0006260, GO:0008270
Spis19657	GO:0006508
Spis19658	GO:0006508
Spis8139	GO:0016772
Spis3553	GO:0016020
Spis24720	GO:0009116
Spis3558	GO:0004518, GO:0008270
Spis6040	GO:0005488
Spis3559	GO:0004518
Spis24722	GO:0003676
Spis17560	GO:0008236
Spis6041	GO:0005515
Spis24723	GO:0005515
Spis17561	GO:0005509, GO:0005515, GO:0030229
Spis17562	GO:0005515, GO:0005524, GO:0006355, GO:0016817, GO:0016887, GO:0042393
Spis6043	GO:0009086
Spis24725	GO:0005509
Spis17563	GO:0055114
Spis6044	GO:0008191
Spis17564	GO:0055114
Spis6045	GO:0003677, GO:0043565
Spis6046	GO:0036128
Spis24728	GO:0005515
Spis6047	GO:0003723
Spis17567	GO:0005509, GO:0005515
Spis1460	GO:0005509
Spis17568	GO:0005524, GO:0006468
Spis12981	GO:0005515, GO:0016020
Spis1461	GO:0016055
Spis6049	GO:0016790, GO:0098599
Spis17569	GO:0005515
Spis12982	GO:0005515, GO:0055114
Spis1462	GO:0003676
Spis12983	GO:0005515
Spis1463	GO:0016787
Spis1464	GO:0008440
Spis12985	GO:0006355
Spis1465	GO:0016021
Spis10001	GO:0005509
Spis12986	GO:0003676, GO:0015074
Spis9830	GO:0003824, GO:0016829, GO:0016830
Spis12987	GO:0016020
Spis10003	GO:0006508, GO:0008270
Spis9831	GO:0003824, GO:0016829, GO:0016830
Spis22631	GO:0005515
Spis1468	GO:0005515
Spis12988	GO:0036374
Spis9832	GO:0003824, GO:0016829
Spis12989	GO:0005515
Spis9833	GO:0005515
Spis9834	GO:0005515, GO:0042981, GO:0043531
Spis15472	GO:0016459
Spis10007	GO:0005524, GO:0006468
Spis10008	GO:0005515, GO:0005524
Spis10009	GO:0005515, GO:0008270
Spis9837	GO:0030261
Spis22637	GO:0003676, GO:0006508, GO:0008270, GO:0015074
Spis15475	GO:0055114
Spis22638	GO:0003676
Spis15476	GO:0016791, GO:0042132, GO:0042578
Spis9839	GO:0005515
Spis25120	GO:0071973
Spis10890	GO:0005515
Spis10891	GO:0005515
Spis711	GO:0016020
Spis25123	GO:0035385
Spis10893	GO:0005515
Spis714	GO:0046872, GO:0055114
Spis25126	GO:0016021
Spis10896	GO:0003677, GO:0015074, GO:0051607
Spis7740	GO:0003676, GO:0005488, GO:0005515, GO:0015074, GO:0016301, GO:0016573
Spis715	GO:0003676
Spis25127	GO:0000160, GO:0006355
Spis20540	GO:0008146
Spis7741	GO:0005488
Spis20541	GO:0008146
Spis7742	GO:0034755
Spis25129	GO:0033014
Spis10899	GO:0016020
Spis7743	GO:0034314
Spis718	GO:0045454
Spis20543	GO:0003676
Spis13381	GO:0008152, GO:0019427
Spis719	GO:0005509
Spis20544	GO:0055114
Spis13382	GO:0005515
Spis20545	GO:0005515
Spis13383	GO:0016021
Spis13384	GO:0016021
Spis13385	GO:0005524, GO:0006468, GO:0035091, GO:0070286
Spis7748	GO:0004857, GO:0004867, GO:0030414
Spis13386	GO:0005524, GO:0006468, GO:0035091
Spis7749	GO:0003676, GO:0005524, GO:0008270
Spis23030	GO:0005515
Spis20549	GO:0005515, GO:0005524, GO:0006468
Spis13387	GO:0032039
Spis23031	GO:0004518, GO:0009116
Spis13388	GO:0005515
Spis11703	GO:0003676
Spis11704	GO:0004518, GO:0008270
Spis5650	GO:0098536
Spis11705	GO:0003676
Spis11706	GO:0004518, GO:0008270
Spis11290	GO:0005524, GO:0006468
Spis11708	GO:0003677
Spis11292	GO:0046872
Spis5655	GO:0003676, GO:0015074
Spis11293	GO:0046872
Spis11294	GO:0003676
Spis11296	GO:0003676, GO:0003677
Spis19660	GO:0004518, GO:0008270
Spis11297	GO:0005515
Spis8141	GO:0003677
Spis19661	GO:0003676
Spis11298	GO:0006468
Spis8142	GO:0016021
Spis11299	GO:0003676, GO:0005524, GO:0006468
Spis8143	GO:0004386, GO:0005515, GO:0046872
Spis8144	GO:0005515, GO:0005524, GO:0006396, GO:0016891
Spis19664	GO:0006508, GO:0008236, GO:0070008
Spis8145	GO:0003676, GO:0006396
Spis8146	GO:0006396
Spis19666	GO:0005524
Spis8147	GO:0016787, GO:0016891
Spis3560	GO:0005524
Spis19667	GO:0006468
Spis3561	GO:0016021
Spis19668	GO:0005869
Spis8149	GO:0003676, GO:0003723
Spis3562	GO:0003676
Spis3564	GO:0005515
Spis3565	GO:0016020
Spis3566	GO:0005975
Spis3567	GO:0006468
Spis24730	GO:0003824, GO:0006529, GO:0008152, GO:0016020, GO:0016829, GO:0016857
Spis12103	GO:0005509
Spis3568	GO:0006468
Spis24731	GO:0006281
Spis6050	GO:0005488, GO:0006281
Spis3569	GO:0003824, GO:0009448, GO:0030170
Spis12105	GO:0005509, GO:0005515, GO:0030154, GO:0050793
Spis6051	GO:0005515, GO:0016021
Spis24733	GO:0016021
Spis17571	GO:0004518
Spis24734	GO:0055114
Spis17572	GO:0003676
Spis6053	GO:0007018, GO:0008017
Spis17573	GO:0005509
Spis12108	GO:0005794
Spis24736	GO:0005515
Spis17574	GO:0016887
Spis6055	GO:0032481
Spis6056	GO:0005515
Spis17576	GO:0003676, GO:0005509
Spis17577	GO:0003676, GO:0015074
Spis12990	GO:0005515
Spis12991	GO:0005515
Spis6059	GO:0016021
Spis1472	GO:0016192
Spis12992	GO:0005524, GO:0006468
Spis12993	GO:0003824, GO:0006470, GO:0016021
Spis1474	GO:0005509, GO:0005515
Spis12994	GO:0040001
Spis1475	GO:0003676, GO:0003677, GO:0003887, GO:0008270, GO:0008408, GO:0008622
Spis1476	GO:0005525, GO:0007264
Spis12996	GO:0005515
Spis9840	GO:0016021, GO:0022857
Spis1477	GO:0032580
Spis10013	GO:0003676, GO:0005515, GO:0008270
Spis12997	GO:0005515
Spis9841	GO:0005509
Spis1478	GO:0055114
Spis10014	GO:0005515, GO:0008270
Spis12998	GO:0005515, GO:0005543
Spis9842	GO:0008152, GO:0008484
Spis22642	GO:0003676, GO:0015074, GO:0030247
Spis15480	GO:0003824, GO:0008152
Spis10015	GO:0003950, GO:0005515, GO:0008270
Spis12999	GO:0005515, GO:0008270
Spis22643	GO:0016021
Spis15481	GO:0016787, GO:0030145
Spis9844	GO:0005525
Spis22644	GO:0003677, GO:0015074, GO:0051607
Spis10017	GO:0003676, GO:0003950
Spis22645	GO:0016021, GO:0030247
Spis15483	GO:0006508, GO:0008237, GO:0008270, GO:0016020
Spis10018	GO:0003676
Spis9846	GO:0016020
Spis22646	GO:0005515
Spis15484	GO:0003676
